event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,2.013
q1_075,63.026,3.500
face_050,74.000,2.679
q1_050,77.308,3.500
face_025,86.756,3.500
q1_025,91.705,3.500
face_000,100.282,1.808
q1_000,102.821,3.500
face_100,107.692,1.705
q1_100,110.103,3.500
prompt,120.641,5.000
face_100,125.641,3.090
q0_100,129.385,3.500
face_075,140.795,3.397
q0_075,145.385,3.500
face_025,149.821,2.064
q0_025,152.641,3.500
face_050,159.474,3.038
q0_050,163.090,3.500
face_000,172.103,2.474
q0_000,175.128,3.500
prompt,181.308,5.000
face_075,186.308,1.654
q1_075,188.641,3.500
face_050,196.564,3.192
q1_050,200.692,3.500
face_000,207.744,2.731
q1_000,211.795,3.500
face_100,217.756,2.372
q1_100,221.115,3.500
face_025,228.603,1.859
q1_025,231.526,3.500
prompt,243.372,5.000
face_050,248.372,3.244
q0_050,252.782,3.500
face_025,260.487,2.423
q0_025,264.205,3.500
face_075,273.000,2.218
q0_075,276.026,3.500
face_000,288.526,2.115
q0_000,292.038,3.500
face_100,296.256,2.167
q0_100,299.769,3.500
prompt,312.051,5.000
face_050,317.051,1.603
q1_050,319.154,3.500
face_000,324.679,1.500
q1_000,327.090,3.500
face_100,333.705,1.756
q1_100,336.936,3.500
face_075,345.295,2.782
q1_075,349.115,3.500
face_025,361.179,1.962
q1_025,364.256,3.500
prompt,370.000,5.000
face_050,375.000,2.577
q0_050,378.718,3.500
face_100,388.821,2.833
q0_100,392.436,3.500
face_025,397.744,2.987
q0_025,401.590,3.500
face_075,413.218,2.269
q0_075,416.449,3.500
face_000,424.590,1.551
q0_000,426.974,3.500
prompt,438.167,5.000
face_000,443.167,2.628
q0_000,447.295,3.500
face_050,458.051,2.936
q0_050,461.872,3.500
face_075,466.962,1.910
q0_075,470.141,3.500
face_100,474.795,2.526
q0_100,478.744,3.500
face_025,488.628,2.885
q0_025,492.731,3.500
prompt,501.962,5.000
face_050,506.962,2.321
q1_050,509.885,3.500
face_100,517.154,3.141
q1_100,521.667,3.500
face_075,531.333,3.449
q1_075,535.308,3.500
face_000,541.705,3.346
q1_000,546.295,3.500
face_025,556.615,3.295
q1_025,561.000,3.500
