event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.372
q1_050,63.359,3.500
face_000,68.449,1.654
q1_000,70.628,3.500
face_075,77.026,3.397
q1_075,81.897,3.500
face_100,87.423,1.705
q1_100,90.628,3.500
face_025,97.462,1.756
q1_025,100.179,3.500
prompt,109.410,5.000
face_100,114.410,2.782
q0_100,117.692,3.500
face_050,128.013,3.090
q0_050,131.808,3.500
face_025,141.474,1.500
q0_025,144.423,3.500
face_075,155.615,2.115
q0_075,158.667,3.500
face_000,167.244,1.910
q0_000,169.731,3.500
prompt,181.359,5.000
face_050,186.359,3.141
q1_050,190.282,3.500
face_025,198.205,2.423
q1_025,201.179,3.500
face_100,209.974,1.603
q1_100,212.744,3.500
face_075,223.718,3.192
q1_075,227.718,3.500
face_000,235.205,2.167
q1_000,238.051,3.500
prompt,249.897,5.000
face_050,254.897,3.500
q0_050,259.436,3.500
face_000,268.449,3.346
q0_000,272.449,3.500
face_075,280.808,1.551
q0_075,283.269,3.500
face_100,290.974,2.731
q0_100,295.000,3.500
face_025,307.500,2.987
q0_025,311.808,3.500
prompt,323.218,5.000
face_100,328.218,1.859
q0_100,330.936,3.500
face_000,335.154,2.833
q0_000,339.077,3.500
face_025,345.256,1.962
q0_025,348.590,3.500
face_050,360.872,2.936
q0_050,364.564,3.500
face_075,375.321,2.628
q0_075,379.192,3.500
prompt,386.462,5.000
face_050,391.462,1.808
q1_050,393.897,3.500
face_075,398.333,3.038
q1_075,402.513,3.500
face_000,407.821,2.218
q1_000,410.641,3.500
face_025,417.692,2.064
q1_025,421.103,3.500
face_100,427.064,3.295
q1_100,431.372,3.500
prompt,443.436,5.000
face_075,448.436,2.474
q1_075,451.641,3.500
face_000,461.526,2.526
q1_000,465.474,3.500
face_100,475.577,2.679
q1_100,479.372,3.500
face_025,484.244,3.244
q1_025,488.756,3.500
face_050,492.756,2.269
q1_050,495.910,3.500
prompt,500.564,5.000
face_025,505.564,2.013
q0_025,508.795,3.500
face_075,518.244,2.577
q0_075,522.013,3.500
face_100,527.756,3.449
q0_100,532.269,3.500
face_050,542.808,2.885
q0_050,546.526,3.500
face_000,553.141,2.321
q0_000,556.859,3.500
