event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,1.654
q1_050,63.026,3.500
face_075,68.115,2.577
q1_075,71.346,3.500
face_025,79.487,2.987
q1_025,83.590,3.500
face_100,93.474,2.167
q1_100,96.372,3.500
face_000,108.654,2.474
q1_000,111.654,3.500
prompt,116.308,5.000
face_075,121.308,2.321
q0_075,124.333,3.500
face_050,130.949,3.244
q0_050,135.641,3.500
face_000,141.603,1.962
q0_000,144.397,3.500
face_025,154.064,2.628
q0_025,157.192,3.500
face_100,161.410,2.269
q0_100,164.872,3.500
prompt,169.308,5.000
face_100,174.308,3.500
q0_100,178.359,3.500
face_000,182.359,1.756
q0_000,184.923,3.500
face_075,195.679,2.423
q0_075,199.372,3.500
face_050,211.218,3.346
q0_050,215.577,3.500
face_025,223.500,1.910
q0_025,226.269,3.500
prompt,231.141,5.000
face_100,236.141,2.064
q1_100,239.628,3.500
face_000,250.603,3.397
q1_000,254.910,3.500
face_050,261.090,3.192
q1_050,265.526,3.500
face_075,274.103,3.449
q1_075,278.641,3.500
face_025,285.038,1.500
q1_025,287.474,3.500
prompt,294.962,5.000
face_025,299.962,1.705
q0_025,302.808,3.500
face_075,308.333,3.141
q0_075,312.103,3.500
face_050,324.167,1.551
q0_050,326.885,3.500
face_100,338.513,1.859
q0_100,341.410,3.500
face_000,349.115,2.833
q0_000,352.526,3.500
prompt,359.795,5.000
face_100,364.795,1.603
q1_100,367.000,3.500
face_025,376.449,2.885
q1_025,380.321,3.500
face_050,386.064,2.115
q1_050,389.526,3.500
face_000,399.846,2.782
q1_000,404.128,3.500
face_075,415.538,2.372
q1_075,418.795,3.500
prompt,428.026,5.000
face_025,433.026,2.218
q1_025,436.308,3.500
face_075,445.103,2.679
q1_075,449.179,3.500
face_100,460.372,2.936
q1_100,463.987,3.500
face_000,474.090,1.808
q1_000,476.654,3.500
face_050,489.154,3.090
q1_050,493.026,3.500
prompt,501.385,5.000
face_075,506.385,3.295
q0_075,510.641,3.500
face_050,519.654,2.526
q0_050,523.397,3.500
face_000,530.449,2.731
q0_000,534.474,3.500
face_100,545.013,3.038
q0_100,549.372,3.500
face_025,556.205,2.013
q0_025,559.692,3.500
