event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.782
q1_050,63.308,3.500
face_100,73.410,2.064
q1_100,76.923,3.500
face_075,85.500,1.756
q1_075,87.756,3.500
face_000,92.846,3.397
q1_000,96.846,3.500
face_025,107.603,1.603
q1_025,110.167,3.500
prompt,121.359,5.000
face_000,126.359,3.141
q0_000,130.077,3.500
face_075,137.128,2.372
q0_075,140.205,3.500
face_025,150.744,1.910
q0_025,153.205,3.500
face_100,163.090,3.295
q0_100,167.064,3.500
face_050,178.910,1.654
q0_050,182.064,3.500
prompt,193.474,5.000
face_025,198.474,2.577
q1_025,202.244,3.500
face_075,207.987,2.321
q1_075,210.962,3.500
face_100,220.410,3.346
q1_100,225.154,3.500
face_050,234.385,1.808
q1_050,236.821,3.500
face_000,249.321,1.962
q1_000,252.628,3.500
prompt,258.590,5.000
face_050,263.590,2.474
q0_050,267.103,3.500
face_075,275.462,2.423
q0_075,278.718,3.500
face_100,284.244,3.192
q0_100,288.808,3.500
face_000,299.128,1.705
q0_000,301.923,3.500
face_025,306.795,1.551
q0_025,309.513,3.500
prompt,315.910,5.000
face_000,320.910,2.115
q0_000,324.090,3.500
face_075,328.526,2.885
q0_075,332.679,3.500
face_100,344.962,3.090
q0_100,349.526,3.500
face_050,357.013,2.679
q0_050,360.833,3.500
face_025,365.487,1.859
q0_025,368.590,3.500
prompt,374.769,5.000
face_050,379.769,2.526
q1_050,383.590,3.500
face_025,392.385,3.500
q1_025,397.205,3.500
face_000,401.423,2.269
q1_000,404.910,3.500
face_100,411.526,2.628
q1_100,415.269,3.500
face_075,423.192,2.833
q1_075,427.038,3.500
prompt,435.179,5.000
face_075,440.179,1.500
q1_075,442.590,3.500
face_100,449.423,2.218
q1_100,452.577,3.500
face_000,457.885,3.038
q1_000,461.808,3.500
face_025,472.782,3.244
q1_025,476.833,3.500
face_050,486.500,3.449
q1_050,490.936,3.500
prompt,498.641,5.000
face_050,503.641,2.987
q0_050,507.359,3.500
face_000,516.372,2.013
q0_000,519.808,3.500
face_100,527.077,2.731
q0_100,530.564,3.500
face_075,534.564,2.936
q0_075,538.282,3.500
face_025,549.910,2.167
q0_025,552.936,3.500
