event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,1.808
q0_000,63.179,3.500
face_075,70.885,3.295
q0_075,75.090,3.500
face_025,82.141,3.038
q0_025,85.987,3.500
face_050,90.859,2.013
q0_050,93.936,3.500
face_100,104.256,3.346
q0_100,108.333,3.500
prompt,112.769,5.000
face_025,117.769,3.397
q1_025,122.462,3.500
face_075,129.731,2.115
q1_075,132.372,3.500
face_000,142.474,2.782
q1_000,146.244,3.500
face_100,158.308,2.731
q1_100,161.615,3.500
face_050,165.615,3.141
q1_050,169.949,3.500
prompt,175.256,5.000
face_075,180.256,1.654
q0_075,183.000,3.500
face_025,191.795,2.218
q0_025,195.462,3.500
face_050,203.385,2.167
q0_050,206.231,3.500
face_100,217.859,2.577
q0_100,221.295,3.500
face_000,227.474,1.500
q0_000,230.141,3.500
prompt,241.987,5.000
face_075,246.987,2.423
q1_075,250.013,3.500
face_000,257.500,2.372
q1_000,261.115,3.500
face_100,269.256,2.526
q1_100,273.000,3.500
face_050,281.359,3.090
q1_050,284.949,3.500
face_025,294.397,2.628
q1_025,297.731,3.500
prompt,303.474,5.000
face_000,308.474,1.756
q0_000,311.731,3.500
face_075,317.256,2.936
q0_075,320.949,3.500
face_050,333.449,1.962
q0_050,336.679,3.500
face_100,347.654,2.474
q0_100,351.551,3.500
face_025,362.962,1.603
q0_025,365.885,3.500
prompt,375.115,5.000
face_025,380.115,1.859
q1_025,382.936,3.500
face_075,393.692,3.500
q1_075,398.077,3.500
face_050,404.910,2.987
q1_050,409.244,3.500
face_000,417.821,2.679
q1_000,421.538,3.500
face_100,431.423,2.321
q1_100,434.372,3.500
prompt,439.026,5.000
face_000,444.026,1.705
q0_000,447.205,3.500
face_075,453.167,3.244
q0_075,457.064,3.500
face_050,461.282,1.910
q0_050,464.128,3.500
face_025,470.526,1.551
q0_025,472.859,3.500
face_100,484.051,2.885
q0_100,487.769,3.500
prompt,497.436,5.000
face_075,502.436,2.064
q1_075,505.897,3.500
face_100,518.179,2.833
q1_100,521.564,3.500
face_000,530.577,3.449
q1_000,535.167,3.500
face_050,541.782,3.192
q1_050,546.090,3.500
face_025,551.179,2.269
q1_025,554.462,3.500
