event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,2.885
q1_025,64.308,3.500
face_100,75.282,3.346
q1_100,79.128,3.500
face_000,88.359,3.192
q1_000,92.154,3.500
face_075,97.897,3.397
q1_075,102.359,3.500
face_050,111.372,2.167
q1_050,114.551,3.500
prompt,118.987,5.000
face_050,123.987,3.449
q0_050,127.987,3.500
face_000,136.346,1.603
q0_000,138.756,3.500
face_100,144.718,2.218
q0_100,148.385,3.500
face_025,156.526,1.910
q0_025,159.295,3.500
face_075,169.179,2.936
q0_075,173.410,3.500
prompt,184.167,5.000
face_000,189.167,1.756
q0_000,191.962,3.500
face_100,203.590,2.731
q0_100,207.590,3.500
face_050,213.987,3.141
q0_050,218.628,3.500
face_025,224.808,3.244
q0_025,228.833,3.500
face_075,233.487,3.090
q0_075,237.103,3.500
prompt,244.154,5.000
face_000,249.154,2.679
q1_000,252.410,3.500
face_100,262.513,2.115
q1_100,265.744,3.500
face_075,277.808,2.628
q1_075,281.628,3.500
face_025,291.949,1.808
q1_025,294.974,3.500
face_050,304.641,1.859
q1_050,307.154,3.500
prompt,315.731,5.000
face_000,320.731,1.654
q1_000,323.090,3.500
face_025,331.885,2.782
q1_025,335.551,3.500
face_100,340.859,2.064
q1_100,343.833,3.500
face_050,351.538,3.500
q1_050,355.974,3.500
face_075,368.474,2.987
q1_075,372.192,3.500
prompt,379.462,5.000
face_075,384.462,2.013
q0_075,387.795,3.500
face_025,392.013,3.038
q0_025,396.141,3.500
face_050,403.628,2.321
q0_050,407.423,3.500
face_000,412.513,2.423
q0_000,415.692,3.500
face_100,425.141,3.295
q0_100,429.603,3.500
prompt,441.885,5.000
face_075,446.885,2.833
q1_075,450.859,3.500
face_100,457.692,2.269
q1_100,461.333,3.500
face_000,467.949,2.372
q1_000,471.000,3.500
face_050,475.000,2.526
q1_050,478.872,3.500
face_025,489.410,1.962
q1_025,492.615,3.500
prompt,500.538,5.000
face_025,505.538,1.705
q0_025,507.872,3.500
face_075,513.397,2.577
q0_075,516.962,3.500
face_000,528.154,1.551
q0_000,531.103,3.500
face_100,535.974,1.500
q0_100,538.308,3.500
face_050,550.154,2.474
q0_050,553.590,3.500
