event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,1.910
q0_000,63.205,3.500
face_100,68.295,3.295
q0_100,72.910,3.500
face_075,84.321,2.321
q0_075,87.218,3.500
face_050,96.449,2.423
q0_050,100.346,3.500
face_025,108.269,1.603
q0_025,110.474,3.500
prompt,114.474,5.000
face_050,119.474,2.833
q1_050,122.808,3.500
face_025,130.077,3.141
q1_025,134.410,3.500
face_100,143.423,1.654
q1_100,145.859,3.500
face_000,156.397,1.705
q1_000,158.808,3.500
face_075,166.513,2.064
q1_075,169.821,3.500
prompt,181.013,5.000
face_050,186.013,2.577
q1_050,189.423,3.500
face_025,201.923,2.987
q1_025,205.590,3.500
face_000,210.462,1.551
q1_000,213.513,3.500
face_075,223.615,3.192
q1_075,227.564,3.500
face_100,237.449,3.244
q1_100,242.038,3.500
prompt,250.833,5.000
face_050,255.833,3.449
q0_050,260.269,3.500
face_000,266.231,3.090
q0_000,269.949,3.500
face_025,276.782,2.167
q0_025,280.218,3.500
face_075,286.833,2.679
q0_075,290.397,3.500
face_100,297.885,2.628
q0_100,301.679,3.500
prompt,310.038,5.000
face_075,315.038,2.474
q1_075,318.731,3.500
face_100,326.872,1.808
q1_100,329.795,3.500
face_025,341.423,2.782
q1_025,345.603,3.500
face_000,351.346,1.500
q1_000,354.269,3.500
face_050,358.487,2.885
q1_050,362.513,3.500
prompt,368.038,5.000
face_000,373.038,2.013
q0_000,375.577,3.500
face_075,380.013,2.372
q0_075,383.038,3.500
face_050,393.795,1.962
q0_050,396.564,3.500
face_025,405.141,3.038
q0_025,408.910,3.500
face_100,421.192,2.731
q0_100,424.987,3.500
prompt,431.385,5.000
face_050,436.385,1.859
q0_050,439.615,3.500
face_025,445.795,1.756
q0_025,448.103,3.500
face_000,455.154,3.397
q0_000,459.487,3.500
face_075,471.551,2.936
q0_075,475.397,3.500
face_100,487.244,2.526
q0_100,490.731,3.500
prompt,501.051,5.000
face_000,506.051,3.500
q1_000,511.000,3.500
face_025,520.449,2.115
q1_025,523.603,3.500
face_050,534.577,2.269
q1_050,537.936,3.500
face_100,542.590,2.218
q1_100,545.821,3.500
face_075,555.487,3.346
q1_075,559.692,3.500
