event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,2.321
q1_025,63.667,3.500
face_050,75.295,2.628
q1_050,79.295,3.500
face_075,88.744,2.679
q1_075,92.128,3.500
face_000,104.192,1.500
q1_000,106.885,3.500
face_100,112.410,2.474
q1_100,116.385,3.500
prompt,127.577,5.000
face_075,132.577,3.141
q0_075,136.859,3.500
face_050,147.615,3.090
q0_050,151.205,3.500
face_000,163.051,1.910
q0_000,165.564,3.500
face_100,172.397,3.295
q0_100,176.551,3.500
face_025,181.423,2.064
q0_025,184.167,3.500
prompt,189.256,5.000
face_100,194.256,2.936
q0_100,197.718,3.500
face_025,206.949,3.449
q0_025,211.487,3.500
face_000,218.756,2.013
q0_000,222.192,3.500
face_050,226.410,2.885
q0_050,230.538,3.500
face_075,235.846,2.167
q0_075,239.231,3.500
prompt,251.513,5.000
face_000,256.513,1.705
q1_000,259.128,3.500
face_025,263.564,3.346
q1_025,267.872,3.500
face_100,277.538,1.654
q1_100,280.179,3.500
face_050,292.679,1.551
q1_050,295.167,3.500
face_075,306.141,1.962
q1_075,309.372,3.500
prompt,317.731,5.000
face_075,322.731,2.269
q1_075,325.654,3.500
face_025,333.141,2.423
q1_025,336.372,3.500
face_100,347.782,3.397
q1_100,351.910,3.500
face_000,357.872,1.859
q1_000,360.359,3.500
face_050,370.244,2.833
q1_050,373.910,3.500
prompt,380.308,5.000
face_100,385.308,1.756
q0_100,388.103,3.500
face_000,392.756,2.987
q0_000,396.295,3.500
face_050,405.308,3.038
q0_050,409.513,3.500
face_025,418.090,3.500
q0_025,422.885,3.500
face_075,431.679,2.372
q0_075,434.628,3.500
prompt,442.333,5.000
face_050,447.333,1.603
q0_050,449.718,3.500
face_100,453.718,3.244
q0_100,458.359,3.500
face_075,468.462,1.808
q0_075,471.744,3.500
face_000,478.795,2.731
q0_000,482.538,3.500
face_025,488.718,2.526
q0_025,492.128,3.500
prompt,500.051,5.000
face_025,505.051,2.115
q1_025,508.231,3.500
face_000,516.372,2.577
q1_000,520.269,3.500
face_075,530.590,2.218
q1_075,533.564,3.500
face_050,539.308,2.782
q1_050,543.538,3.500
face_100,550.154,3.192
q1_100,554.462,3.500
