event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.679
q1_050,64.154,3.500
face_025,71.859,2.167
q1_025,74.910,3.500
face_100,78.910,3.244
q1_100,83.013,3.500
face_000,95.513,1.808
q1_000,98.769,3.500
face_075,106.692,2.218
q1_075,110.282,3.500
prompt,119.513,5.000
face_025,124.513,2.731
q0_025,128.026,3.500
face_100,134.205,2.115
q0_100,137.154,3.500
face_000,141.808,1.962
q0_000,144.449,3.500
face_050,154.333,2.423
q0_050,157.897,3.500
face_075,164.513,2.526
q0_075,167.667,3.500
prompt,173.192,5.000
face_000,178.192,1.551
q0_000,180.705,3.500
face_075,186.449,2.936
q0_075,190.731,3.500
face_100,197.128,1.859
q0_100,199.692,3.500
face_025,204.564,2.064
q0_025,208.128,3.500
face_050,214.962,2.782
q0_050,218.295,3.500
prompt,227.308,5.000
face_050,232.308,3.449
q1_050,236.333,3.500
face_100,240.551,3.500
q1_100,244.577,3.500
face_075,256.641,1.500
q1_075,258.872,3.500
face_025,271.154,2.577
q1_025,274.923,3.500
face_000,280.885,1.705
q1_000,283.526,3.500
prompt,288.833,5.000
face_050,293.833,3.295
q1_050,298.551,3.500
face_025,305.821,2.013
q1_025,308.641,3.500
face_075,316.782,3.397
q1_075,321.192,3.500
face_100,330.859,3.090
q1_100,334.603,3.500
face_000,345.359,2.269
q1_000,348.897,3.500
prompt,360.090,5.000
face_000,365.090,1.654
q0_000,367.244,3.500
face_075,377.782,2.474
q0_075,381.654,3.500
face_050,390.013,1.756
q0_050,392.756,3.500
face_025,404.385,1.603
q0_025,407.231,3.500
face_100,416.026,1.910
q0_100,419.026,3.500
prompt,429.128,5.000
face_025,434.128,3.038
q0_025,438.385,3.500
face_050,442.821,2.372
q0_050,446.487,3.500
face_100,456.808,3.141
q0_100,460.859,3.500
face_000,471.833,2.833
q0_000,475.987,3.500
face_075,484.564,2.987
q0_075,488.667,3.500
prompt,495.718,5.000
face_025,500.718,3.192
q1_025,504.667,3.500
face_000,514.115,2.885
q1_000,518.064,3.500
face_100,525.551,2.628
q1_100,529.346,3.500
face_050,541.192,2.321
q1_050,544.551,3.500
face_075,555.962,3.346
q1_075,559.910,3.500
