event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.423
q0_050,63.667,3.500
face_000,73.333,2.372
q0_000,77.000,3.500
face_075,85.141,1.551
q0_075,87.295,3.500
face_100,98.051,3.449
q0_100,102.692,3.500
face_025,109.090,1.808
q0_025,111.756,3.500
prompt,117.282,5.000
face_025,122.282,2.628
q1_025,126.128,3.500
face_075,136.449,1.910
q1_075,138.936,3.500
face_000,149.038,3.038
q1_000,153.244,3.500
face_100,158.333,2.115
q1_100,161.103,3.500
face_050,166.846,1.603
q1_050,169.436,3.500
prompt,181.718,5.000
face_100,186.718,1.654
q1_100,188.923,3.500
face_025,197.936,2.577
q1_025,201.551,3.500
face_075,212.744,1.859
q1_075,215.949,3.500
face_050,224.308,1.962
q1_050,226.795,3.500
face_000,234.282,2.731
q1_000,238.282,3.500
prompt,244.897,5.000
face_025,249.897,2.936
q0_025,253.641,3.500
face_050,258.077,3.295
q0_050,262.769,3.500
face_075,272.654,2.474
q0_075,276.449,3.500
face_000,281.103,3.192
q0_000,285.795,3.500
face_100,290.667,3.397
q0_100,294.564,3.500
prompt,303.141,5.000
face_050,308.141,2.064
q0_050,310.833,3.500
face_025,317.885,2.987
q0_025,321.833,3.500
face_100,329.538,2.013
q0_100,332.974,3.500
face_075,337.192,2.218
q0_075,340.859,3.500
face_000,344.859,1.756
q0_000,347.987,3.500
prompt,355.256,5.000
face_025,360.256,2.885
q1_025,364.205,3.500
face_075,375.833,2.526
q1_075,379.141,3.500
face_100,390.987,2.321
q1_100,394.038,3.500
face_000,403.487,3.346
q1_000,407.590,3.500
face_050,413.769,2.833
q1_050,417.282,3.500
prompt,428.256,5.000
face_050,433.256,3.090
q1_050,437.436,3.500
face_000,445.359,3.500
q1_000,449.974,3.500
face_100,462.038,2.679
q1_100,465.603,3.500
face_025,478.103,1.705
q1_025,480.744,3.500
face_075,491.282,3.244
q1_075,496.000,3.500
prompt,505.231,5.000
face_100,510.231,2.782
q0_100,513.718,3.500
face_000,522.513,2.269
q0_000,525.923,3.500
face_075,532.756,2.167
q0_075,535.833,3.500
face_050,541.141,3.141
q0_050,545.295,3.500
face_025,556.705,1.500
q0_025,559.038,3.500
