event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,1.910
q1_075,63.410,3.500
face_050,74.167,3.141
q1_050,78.782,3.500
face_000,84.962,2.987
q1_000,89.218,3.500
face_025,96.487,3.192
q1_025,100.513,3.500
face_100,111.487,2.115
q1_100,114.205,3.500
prompt,118.641,5.000
face_000,123.641,2.577
q0_000,127.615,3.500
face_050,137.718,3.090
q0_050,141.385,3.500
face_025,146.038,1.962
q0_025,149.167,3.500
face_075,160.577,2.013
q0_075,163.141,3.500
face_100,168.449,2.731
q0_100,172.474,3.500
prompt,176.474,5.000
face_100,181.474,1.500
q0_100,183.987,3.500
face_025,193.000,3.295
q0_025,197.103,3.500
face_075,203.936,2.936
q0_075,208.013,3.500
face_000,212.231,2.423
q0_000,215.179,3.500
face_050,221.795,2.064
q0_050,224.615,3.500
prompt,234.282,5.000
face_025,239.282,1.705
q1_025,241.615,3.500
face_050,251.064,1.603
q1_050,253.910,3.500
face_075,264.449,2.218
q1_075,268.038,3.500
face_000,280.321,1.551
q1_000,283.218,3.500
face_100,290.705,2.321
q1_100,294.346,3.500
prompt,305.974,5.000
face_000,310.974,3.038
q0_000,314.744,3.500
face_050,326.808,3.500
q0_050,331.346,3.500
face_100,337.308,2.628
q0_100,341.154,3.500
face_025,351.038,3.346
q0_025,355.244,3.500
face_075,360.769,1.654
q0_075,363.487,3.500
prompt,370.538,5.000
face_050,375.538,2.833
q1_050,379.308,3.500
face_075,389.628,3.449
q1_075,394.269,3.500
face_025,406.115,2.526
q1_025,409.551,3.500
face_000,415.295,2.679
q1_000,419.064,3.500
face_100,426.987,3.244
q1_100,431.654,3.500
prompt,439.359,5.000
face_025,444.359,1.756
q1_025,447.077,3.500
face_075,459.577,2.885
q1_075,463.244,3.500
face_050,472.474,3.397
q1_050,476.551,3.500
face_100,484.910,2.372
q1_100,488.397,3.500
face_000,496.538,2.782
q1_000,500.308,3.500
prompt,508.885,5.000
face_050,513.885,1.808
q0_050,517.141,3.500
face_000,523.538,1.859
q0_000,526.282,3.500
face_075,531.154,2.269
q0_075,534.128,3.500
face_025,539.218,2.167
q0_025,542.038,3.500
face_100,553.231,2.474
q0_100,556.205,3.500
