event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,2.936
q0_025,63.769,3.500
face_050,75.397,2.423
q0_050,79.218,3.500
face_000,85.397,1.551
q0_000,87.859,3.500
face_100,97.962,2.269
q0_100,100.782,3.500
face_075,107.179,2.064
q0_075,109.872,3.500
prompt,119.538,5.000
face_000,124.538,1.654
q1_000,127.487,3.500
face_025,139.551,3.397
q1_025,143.679,3.500
face_050,149.423,2.167
q1_050,152.603,3.500
face_075,162.923,2.679
q1_075,166.410,3.500
face_100,178.256,2.321
q1_100,181.513,3.500
prompt,189.654,5.000
face_000,194.654,2.987
q0_000,198.808,3.500
face_100,208.692,2.526
q0_100,212.179,3.500
face_025,221.192,1.808
q0_025,223.987,3.500
face_075,232.782,3.192
q0_075,237.423,3.500
face_050,248.615,1.859
q0_050,251.718,3.500
prompt,257.679,5.000
face_100,262.679,3.449
q1_100,266.910,3.500
face_050,273.962,2.833
q1_050,277.679,3.500
face_075,290.179,2.372
q1_075,293.128,3.500
face_025,302.359,3.090
q1_025,305.974,3.500
face_000,311.064,2.474
q1_000,314.962,3.500
prompt,322.885,5.000
face_075,327.885,2.731
q1_075,331.269,3.500
face_050,342.026,3.038
q1_050,346.410,3.500
face_100,351.718,3.346
q1_100,356.154,3.500
face_025,363.423,2.628
q1_025,367.115,3.500
face_000,371.115,2.115
q1_000,374.269,3.500
prompt,385.679,5.000
face_050,390.679,3.295
q0_050,394.474,3.500
face_075,406.756,3.500
q0_075,411.526,3.500
face_000,416.397,3.244
q0_000,420.321,3.500
face_100,424.756,2.013
q0_100,427.372,3.500
face_025,438.346,1.705
q0_025,441.167,3.500
prompt,446.692,5.000
face_100,451.692,1.910
q0_100,455.077,3.500
face_000,461.910,2.885
q0_000,465.987,3.500
face_075,473.692,1.756
q0_075,476.308,3.500
face_050,480.962,2.577
q0_050,484.910,3.500
face_025,493.269,1.500
q0_025,495.474,3.500
prompt,499.692,5.000
face_075,504.692,1.603
q1_075,507.051,3.500
face_000,513.667,1.962
q1_000,516.846,3.500
face_100,527.385,3.141
q1_100,531.846,3.500
face_025,540.423,2.218
q1_025,543.782,3.500
face_050,551.269,2.782
q1_050,555.551,3.500
