event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,3.192
q0_050,63.897,3.500
face_075,74.654,2.731
q0_075,78.141,3.500
face_025,84.103,3.500
q0_025,88.769,3.500
face_100,101.051,2.474
q0_100,104.359,3.500
face_000,114.244,2.218
q0_000,117.705,3.500
prompt,124.103,5.000
face_100,129.103,2.526
q1_100,132.487,3.500
face_075,139.756,2.833
q1_075,143.885,3.500
face_000,153.551,2.064
q1_000,156.936,3.500
face_050,163.551,2.987
q1_050,167.218,3.500
face_025,174.269,1.551
q1_025,176.756,3.500
prompt,188.385,5.000
face_025,193.385,2.936
q1_025,196.872,3.500
face_100,208.064,1.756
q1_100,211.167,3.500
face_000,215.821,1.859
q1_000,218.744,3.500
face_075,229.718,3.346
q1_075,234.179,3.500
face_050,246.679,3.038
q1_050,250.449,3.500
prompt,258.372,5.000
face_050,263.372,1.500
q0_050,266.346,3.500
face_000,271.872,2.167
q0_000,275.179,3.500
face_025,284.192,2.423
q0_025,288.115,3.500
face_100,294.295,1.962
q0_100,297.064,3.500
face_075,306.295,1.603
q0_075,308.474,3.500
prompt,317.269,5.000
face_025,322.269,2.628
q1_025,325.885,3.500
face_000,330.974,3.295
q1_000,335.154,3.500
face_100,339.372,1.705
q1_100,341.577,3.500
face_075,351.679,3.449
q1_075,355.782,3.500
face_050,359.782,2.269
q1_050,363.013,3.500
prompt,373.333,5.000
face_100,378.333,1.910
q0_100,381.333,3.500
face_050,393.397,2.321
q0_050,396.346,3.500
face_000,402.090,2.372
q0_000,405.372,3.500
face_025,410.679,1.654
q0_025,413.603,3.500
face_075,420.436,3.397
q0_075,425.205,3.500
prompt,433.346,5.000
face_075,438.346,1.808
q0_075,441.192,3.500
face_000,448.679,2.679
q0_000,452.808,3.500
face_025,457.244,3.244
q0_025,461.679,3.500
face_100,470.256,2.885
q0_100,473.667,3.500
face_050,481.372,2.115
q0_050,484.500,3.500
prompt,495.910,5.000
face_100,500.910,3.090
q1_100,504.782,3.500
face_050,516.628,2.577
q1_050,520.423,3.500
face_025,528.782,2.013
q1_025,532.192,3.500
face_000,541.641,2.782
q1_000,545.026,3.500
face_075,555.564,3.141
q1_075,560.128,3.500
