event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,1.808
q0_050,62.333,3.500
face_025,66.769,2.731
q0_025,71.000,3.500
face_100,75.872,1.551
q0_100,78.410,3.500
face_075,85.026,3.038
q0_075,89.154,3.500
face_000,98.603,2.269
q0_000,101.910,3.500
prompt,107.218,5.000
face_100,112.218,1.500
q1_100,114.500,3.500
face_050,126.128,2.679
q1_050,130.103,3.500
face_000,138.244,1.756
q1_000,141.372,3.500
face_075,146.462,3.141
q1_075,151.077,3.500
face_025,161.615,2.526
q1_025,165.051,3.500
prompt,174.064,5.000
face_100,179.064,2.628
q0_100,182.244,3.500
face_025,192.564,2.167
q0_025,195.538,3.500
face_000,201.282,2.372
q0_000,205.077,3.500
face_050,215.179,2.577
q0_050,218.718,3.500
face_075,224.679,3.090
q0_075,229.218,3.500
prompt,240.628,5.000
face_100,245.628,1.705
q1_100,248.218,3.500
face_000,259.192,2.218
q1_000,262.064,3.500
face_025,273.910,2.782
q1_025,277.628,3.500
face_050,287.295,3.397
q1_050,291.756,3.500
face_075,299.462,3.449
q1_075,304.103,3.500
prompt,316.167,5.000
face_100,321.167,2.987
q0_100,324.833,3.500
face_000,333.192,1.859
q0_000,336.167,3.500
face_075,346.051,3.244
q0_075,350.026,3.500
face_025,357.949,2.833
q0_025,361.795,3.500
face_050,368.628,2.321
q0_050,372.192,3.500
prompt,382.949,5.000
face_075,387.949,1.910
q1_075,391.128,3.500
face_100,400.359,2.115
q1_100,402.974,3.500
face_025,409.154,3.192
q1_025,412.949,3.500
face_000,418.474,3.500
q1_000,422.731,3.500
face_050,433.923,1.654
q1_050,436.897,3.500
prompt,443.295,5.000
face_025,448.295,2.423
q0_025,451.936,3.500
face_000,458.987,1.962
q0_000,461.654,3.500
face_050,470.231,2.064
q0_050,473.128,3.500
face_100,485.410,3.346
q0_100,489.385,3.500
face_075,496.872,2.936
q0_075,501.154,3.500
prompt,509.949,5.000
face_100,514.949,2.474
q1_100,518.282,3.500
face_000,522.936,2.885
q1_000,526.962,3.500
face_075,534.231,3.295
q1_075,538.923,3.500
face_050,551.423,1.603
q1_050,554.192,3.500
face_025,558.192,2.013
q1_025,560.782,3.500
