event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.115
q0_050,63.077,3.500
face_025,75.577,2.731
q0_025,79.372,3.500
face_100,88.821,1.756
q0_100,91.308,3.500
face_000,101.192,1.705
q0_000,104.167,3.500
face_075,108.603,2.526
q0_075,111.808,3.500
prompt,122.564,5.000
face_000,127.564,3.500
q1_000,131.769,3.500
face_025,143.397,3.449
q1_025,147.885,3.500
face_050,156.244,1.808
q1_050,158.679,3.500
face_075,162.897,2.321
q1_075,166.436,3.500
face_100,171.526,3.090
q1_100,175.269,3.500
prompt,180.795,5.000
face_075,185.795,3.346
q0_075,190.128,3.500
face_100,196.526,2.064
q0_100,199.756,3.500
face_000,205.500,2.167
q0_000,208.859,3.500
face_050,218.526,1.500
q0_050,221.372,3.500
face_025,231.910,2.269
q0_025,235.474,3.500
prompt,241.436,5.000
face_050,246.436,1.551
q1_050,248.872,3.500
face_000,252.872,2.987
q1_000,256.872,3.500
face_025,263.923,3.141
q1_025,268.436,3.500
face_075,276.577,1.654
q1_075,279.551,3.500
face_100,288.128,2.833
q1_100,292.410,3.500
prompt,299.026,5.000
face_100,304.026,2.423
q0_100,307.538,3.500
face_000,314.808,2.013
q0_000,318.218,3.500
face_075,325.705,2.474
q0_075,329.679,3.500
face_050,341.526,2.936
q0_050,345.038,3.500
face_025,352.962,2.577
q0_025,356.397,3.500
prompt,367.372,5.000
face_100,372.372,2.372
q1_100,375.859,3.500
face_050,383.564,1.603
q1_050,386.103,3.500
face_025,390.756,3.192
q1_025,395.372,3.500
face_075,405.474,3.397
q1_075,409.782,3.500
face_000,420.103,3.244
q1_000,423.846,3.500
prompt,428.718,5.000
face_025,433.718,2.628
q1_025,437.821,3.500
face_100,443.128,1.859
q1_100,445.590,3.500
face_000,457.654,2.679
q1_000,461.167,3.500
face_050,470.397,2.885
q1_050,474.423,3.500
face_075,486.705,3.295
q1_075,490.782,3.500
prompt,502.192,5.000
face_025,507.192,1.962
q0_025,509.679,3.500
face_075,520.872,2.782
q0_075,524.205,3.500
face_100,533.218,3.038
q0_100,537.064,3.500
face_000,543.897,2.218
q0_000,546.872,3.500
face_050,555.667,1.910
q0_050,558.821,3.500
