event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,3.141
q0_000,64.000,3.500
face_050,71.923,2.423
q0_050,75.077,3.500
face_100,84.962,2.167
q0_100,87.731,3.500
face_075,98.487,1.756
q0_075,101.000,3.500
face_025,107.179,2.526
q0_025,111.179,3.500
prompt,119.321,5.000
face_075,124.321,2.218
q1_075,127.115,3.500
face_000,139.397,2.628
q1_000,142.833,3.500
face_100,154.026,2.885
q1_100,157.410,3.500
face_025,167.513,1.808
q1_025,170.769,3.500
face_050,175.859,3.295
q1_050,180.218,3.500
prompt,191.628,5.000
face_025,196.628,2.474
q0_025,200.500,3.500
face_000,205.808,2.987
q0_000,210.141,3.500
face_100,217.410,2.731
q0_100,221.282,3.500
face_050,228.115,1.551
q0_050,230.551,3.500
face_075,235.205,2.679
q0_075,239.256,3.500
prompt,245.872,5.000
face_100,250.872,3.192
q1_100,255.026,3.500
face_075,267.526,1.910
q1_075,270.115,3.500
face_025,280.436,1.705
q1_025,283.051,3.500
face_000,291.846,2.321
q1_000,295.205,3.500
face_050,304.436,3.244
q1_050,309.000,3.500
prompt,318.449,5.000
face_100,323.449,3.449
q0_100,328.090,3.500
face_025,332.308,2.013
q0_025,335.410,3.500
face_000,345.949,2.936
q0_000,349.667,3.500
face_075,354.538,3.090
q0_075,358.564,3.500
face_050,368.231,2.064
q0_050,371.538,3.500
prompt,379.244,5.000
face_000,384.244,1.500
q1_000,386.910,3.500
face_075,394.397,3.346
q1_075,398.295,3.500
face_050,404.038,1.654
q1_050,406.321,3.500
face_100,417.949,2.782
q1_100,422.026,3.500
face_025,430.603,2.115
q1_025,433.423,3.500
prompt,444.397,5.000
face_025,449.397,2.372
q1_025,452.885,3.500
face_050,464.949,2.577
q1_050,468.513,3.500
face_075,480.359,3.038
q1_075,484.897,3.500
face_000,491.949,3.500
q1_000,496.462,3.500
face_100,502.423,2.269
q1_100,505.346,3.500
prompt,513.705,5.000
face_000,518.705,1.603
q0_000,521.141,3.500
face_075,525.577,2.833
q0_075,529.833,3.500
face_050,533.833,3.397
q0_050,538.500,3.500
face_100,544.026,1.859
q0_100,546.410,3.500
face_025,552.808,1.962
q0_025,555.987,3.500
