event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,1.603
q1_025,62.359,3.500
face_000,72.679,1.705
q1_000,75.654,3.500
face_050,81.179,2.321
q1_050,84.872,3.500
face_100,95.410,2.731
q1_100,98.667,3.500
face_075,102.667,3.397
q1_075,107.231,3.500
prompt,113.846,5.000
face_075,118.846,1.808
q0_075,121.231,3.500
face_000,128.282,2.269
q0_000,131.231,3.500
face_025,138.718,1.551
q0_025,141.128,3.500
face_050,145.346,2.064
q0_050,148.423,3.500
face_100,157.654,2.987
q0_100,161.679,3.500
prompt,172.872,5.000
face_025,177.872,2.885
q1_025,181.718,3.500
face_075,190.513,3.449
q1_075,195.308,3.500
face_050,199.744,2.936
q1_050,203.923,3.500
face_100,208.795,2.577
q1_100,212.154,3.500
face_000,223.564,3.141
q1_000,228.026,3.500
prompt,237.038,5.000
face_050,242.038,2.423
q0_050,245.679,3.500
face_025,257.962,3.090
q0_025,261.705,3.500
face_075,267.449,1.962
q0_075,269.962,3.500
face_100,282.462,3.038
q0_100,286.205,3.500
face_000,294.128,2.013
q0_000,296.949,3.500
prompt,303.346,5.000
face_025,308.346,3.295
q1_025,313.038,3.500
face_075,320.308,1.859
q1_075,323.051,3.500
face_000,334.679,3.500
q1_000,339.321,3.500
face_100,345.500,1.910
q1_100,348.705,3.500
face_050,356.410,2.833
q1_050,359.872,3.500
prompt,364.962,5.000
face_050,369.962,1.500
q0_050,372.962,3.500
face_075,381.103,2.782
q0_075,384.615,3.500
face_100,394.282,2.628
q0_100,398.026,3.500
face_025,407.474,1.756
q0_025,410.321,3.500
face_000,421.295,1.654
q0_000,423.782,3.500
prompt,434.538,5.000
face_100,439.538,2.679
q1_100,442.718,3.500
face_000,448.026,3.192
q1_000,452.205,3.500
face_075,458.167,2.526
q1_075,462.141,3.500
face_050,472.026,3.346
q1_050,476.436,3.500
face_025,488.500,2.115
q1_025,491.526,3.500
prompt,499.885,5.000
face_075,504.885,2.474
q0_075,508.782,3.500
face_025,515.615,2.218
q0_025,518.769,3.500
face_000,528.872,2.167
q0_000,532.231,3.500
face_050,536.885,3.244
q0_050,540.731,3.500
face_100,552.577,2.372
q0_100,556.423,3.500
