event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,3.449
q0_075,64.718,3.500
face_050,75.474,2.833
q0_050,78.859,3.500
face_000,83.513,1.654
q0_000,86.462,3.500
face_100,94.167,2.936
q0_100,98.321,3.500
face_025,104.282,2.885
q0_025,108.179,3.500
prompt,117.410,5.000
face_050,122.410,3.397
q1_050,126.462,3.500
face_075,131.769,3.500
q1_075,136.769,3.500
face_025,141.641,2.115
q1_025,144.385,3.500
face_000,149.910,1.808
q1_000,152.962,3.500
face_100,159.795,3.192
q1_100,163.769,3.500
prompt,174.090,5.000
face_050,179.090,1.756
q0_050,181.731,3.500
face_075,192.269,2.577
q0_075,195.782,3.500
face_100,208.282,2.269
q0_100,211.513,3.500
face_000,215.949,2.218
q0_000,219.026,3.500
face_025,225.641,1.500
q0_025,228.205,3.500
prompt,236.128,5.000
face_050,241.128,3.090
q1_050,244.923,3.500
face_025,251.103,1.910
q1_025,254.179,3.500
face_075,265.808,2.013
q1_075,268.551,3.500
face_000,277.346,3.141
q1_000,281.936,3.500
face_100,292.910,3.295
q1_100,297.397,3.500
prompt,308.808,5.000
face_000,313.808,2.167
q0_000,316.782,3.500
face_050,328.846,2.474
q0_050,331.897,3.500
face_075,339.167,2.987
q0_075,342.910,3.500
face_025,352.577,2.372
q0_025,356.423,3.500
face_100,368.269,2.782
q0_100,371.551,3.500
prompt,381.000,5.000
face_025,386.000,2.321
q1_025,389.231,3.500
face_050,401.513,1.859
q1_050,404.410,3.500
face_000,408.410,1.603
q1_000,411.410,3.500
face_075,417.154,2.731
q1_075,420.487,3.500
face_100,430.372,2.628
q1_100,434.141,3.500
prompt,442.718,5.000
face_025,447.718,2.064
q0_025,451.205,3.500
face_075,455.423,1.962
q0_075,458.756,3.500
face_100,469.949,2.526
q0_100,473.154,3.500
face_000,483.256,3.244
q0_000,487.333,3.500
face_050,492.423,1.551
q0_050,495.090,3.500
prompt,502.141,5.000
face_025,507.141,2.423
q1_025,510.885,3.500
face_000,517.282,1.705
q1_000,520.333,3.500
face_100,527.821,3.346
q1_100,531.692,3.500
face_050,539.833,3.038
q1_050,543.859,3.500
face_075,552.872,2.679
q1_075,556.641,3.500
