event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,3.090
q1_100,64.154,3.500
face_025,74.038,2.782
q1_025,78.295,3.500
face_000,83.821,2.167
q1_000,87.077,3.500
face_050,95.218,2.474
q1_050,98.449,3.500
face_075,106.372,2.115
q1_075,109.141,3.500
prompt,121.423,5.000
face_000,126.423,2.987
q0_000,129.910,3.500
face_100,140.667,2.577
q0_100,144.513,3.500
face_075,155.487,2.218
q0_075,158.564,3.500
face_025,164.962,1.654
q0_025,167.962,3.500
face_050,173.051,2.423
q0_050,176.103,3.500
prompt,183.372,5.000
face_050,188.372,2.321
q1_050,192.141,3.500
face_075,196.795,2.372
q1_075,200.487,3.500
face_000,210.808,3.038
q1_000,214.449,3.500
face_025,223.462,2.833
q1_025,226.846,3.500
face_100,235.423,2.526
q1_100,238.859,3.500
prompt,247.654,5.000
face_000,252.654,1.910
q0_000,255.731,3.500
face_075,260.603,3.449
q0_075,265.192,3.500
face_050,269.628,2.064
q0_050,273.090,3.500
face_100,279.269,1.705
q0_100,281.987,3.500
face_025,286.205,3.397
q0_025,290.718,3.500
prompt,299.077,5.000
face_000,304.077,1.603
q1_000,306.641,3.500
face_050,312.385,3.295
q1_050,316.897,3.500
face_025,320.897,2.731
q1_025,324.436,3.500
face_100,331.487,2.679
q1_100,334.744,3.500
face_075,344.192,2.013
q1_075,347.192,3.500
prompt,359.038,5.000
face_000,364.038,1.756
q0_000,366.526,3.500
face_025,377.064,1.551
q0_025,379.859,3.500
face_100,387.346,1.962
q0_100,390.500,3.500
face_050,397.333,3.500
q0_050,401.718,3.500
face_075,411.385,3.244
q0_075,415.308,3.500
prompt,426.936,5.000
face_075,431.936,2.628
q0_075,435.859,3.500
face_000,448.359,1.808
q0_000,451.538,3.500
face_100,457.500,2.269
q0_100,460.705,3.500
face_050,472.769,3.141
q0_050,476.692,3.500
face_025,482.000,2.936
q0_025,485.462,3.500
prompt,496.872,5.000
face_075,501.872,1.859
q1_075,505.231,3.500
face_050,514.462,3.192
q1_050,518.692,3.500
face_025,529.885,2.885
q1_025,533.474,3.500
face_000,540.090,1.500
q1_000,542.423,3.500
face_100,552.526,3.346
q1_100,557.295,3.500
