event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.936
q1_050,64.154,3.500
face_075,71.859,2.474
q1_075,75.269,3.500
face_100,79.923,2.628
q1_100,83.564,3.500
face_025,88.872,3.500
q1_025,93.026,3.500
face_000,100.295,2.577
q1_000,103.551,3.500
prompt,115.833,5.000
face_075,120.833,1.603
q0_075,123.218,3.500
face_025,132.885,1.859
q0_025,135.628,3.500
face_050,142.244,3.192
q0_050,146.603,3.500
face_100,154.744,2.013
q0_100,157.872,3.500
face_000,164.051,2.372
q0_000,167.846,3.500
prompt,174.679,5.000
face_100,179.679,3.244
q0_100,184.115,3.500
face_075,191.167,3.038
q0_075,195.244,3.500
face_000,201.641,2.064
q0_000,204.333,3.500
face_050,213.782,3.295
q0_050,218.423,3.500
face_025,230.269,2.731
q0_025,234.372,3.500
prompt,241.859,5.000
face_100,246.859,3.397
q1_100,251.346,3.500
face_025,262.103,1.551
q1_025,264.897,3.500
face_000,277.397,2.885
q1_000,281.346,3.500
face_050,292.756,2.833
q1_050,296.731,3.500
face_075,305.526,2.321
q1_075,308.603,3.500
prompt,318.705,5.000
face_000,323.705,2.269
q1_000,327.244,3.500
face_100,335.603,3.449
q1_100,339.756,3.500
face_025,350.731,2.526
q1_025,354.731,3.500
face_050,366.359,2.782
q1_050,370.000,3.500
face_075,380.538,2.679
q1_075,384.615,3.500
prompt,389.705,5.000
face_075,394.705,2.115
q0_075,397.628,3.500
face_050,406.641,1.705
q0_050,408.846,3.500
face_100,420.038,2.987
q0_100,423.987,3.500
face_025,428.205,1.500
q0_025,430.692,3.500
face_000,439.923,3.141
q0_000,444.513,3.500
prompt,450.474,5.000
face_000,455.474,3.346
q0_000,459.423,3.500
face_050,469.308,1.962
q0_050,472.000,3.500
face_025,477.526,1.910
q0_025,480.269,3.500
face_100,485.141,1.654
q0_100,488.115,3.500
face_075,496.038,1.756
q0_075,498.321,3.500
prompt,504.064,5.000
face_000,509.064,2.423
q1_000,512.782,3.500
face_050,524.846,2.167
q1_050,527.564,3.500
face_100,536.141,3.090
q1_100,540.731,3.500
face_075,551.051,2.218
q1_075,553.846,3.500
face_025,558.282,1.808
q1_025,561.000,3.500
