event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.218
q1_050,63.462,3.500
face_075,70.513,2.833
q1_075,74.462,3.500
face_025,80.859,2.731
q1_025,85.038,3.500
face_100,92.308,3.397
q1_100,96.410,3.500
face_000,100.410,2.013
q1_000,103.769,3.500
prompt,111.910,5.000
face_050,116.910,2.167
q0_050,120.141,3.500
face_000,132.641,3.449
q0_000,137.179,3.500
face_075,146.410,1.962
q0_075,149.231,3.500
face_100,161.295,3.346
q0_100,165.551,3.500
face_025,171.077,2.577
q0_025,174.282,3.500
prompt,185.474,5.000
face_050,190.474,1.859
q0_050,193.295,3.500
face_075,202.962,2.269
q0_075,206.269,3.500
face_000,212.013,3.500
q0_000,216.808,3.500
face_100,221.897,1.756
q0_100,224.256,3.500
face_025,232.615,2.321
q0_025,235.744,3.500
prompt,247.590,5.000
face_100,252.590,3.244
q1_100,256.590,3.500
face_000,264.295,3.295
q1_000,268.244,3.500
face_025,276.167,2.372
q1_025,279.936,3.500
face_050,290.038,3.090
q1_050,294.603,3.500
face_075,305.141,1.808
q1_075,307.936,3.500
prompt,318.910,5.000
face_025,323.910,1.654
q1_025,326.295,3.500
face_000,331.603,1.603
q1_000,334.090,3.500
face_050,342.667,2.064
q1_050,345.282,3.500
face_100,351.244,1.910
q1_100,353.731,3.500
face_075,360.346,3.192
q1_075,364.962,3.500
prompt,374.410,5.000
face_050,379.410,2.885
q0_050,383.615,3.500
face_025,387.833,3.141
q0_025,391.474,3.500
face_075,400.487,2.987
q0_075,404.846,3.500
face_000,414.731,1.500
q0_000,417.244,3.500
face_100,428.654,2.936
q0_100,433.090,3.500
prompt,437.962,5.000
face_000,442.962,2.474
q1_000,446.372,3.500
face_025,452.551,2.115
q1_025,455.859,3.500
face_100,460.513,2.679
q1_100,464.333,3.500
face_075,474.654,1.705
q1_075,477.577,3.500
face_050,482.013,2.423
q1_050,485.603,3.500
prompt,494.397,5.000
face_075,499.397,3.038
q0_075,503.115,3.500
face_025,513.872,2.526
q0_025,517.179,3.500
face_000,524.013,1.551
q0_000,526.397,3.500
face_100,538.679,2.782
q0_100,542.731,3.500
face_050,554.359,2.628
q0_050,557.513,3.500
