event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,3.346
q1_100,64.103,3.500
face_025,75.949,2.782
q1_025,79.359,3.500
face_075,90.333,3.449
q1_075,94.436,3.500
face_000,99.526,2.064
q1_000,102.423,3.500
face_050,113.179,3.192
q1_050,116.949,3.500
prompt,121.603,5.000
face_050,126.603,1.551
q0_050,129.423,3.500
face_100,139.308,3.090
q0_100,143.897,3.500
face_075,155.090,1.756
q0_075,158.269,3.500
face_000,165.103,2.885
q0_000,168.692,3.500
face_025,175.308,2.372
q0_025,178.462,3.500
prompt,182.462,5.000
face_050,187.462,2.936
q1_050,191.615,3.500
face_000,197.359,2.731
q1_000,200.974,3.500
face_100,205.410,1.654
q1_100,208.077,3.500
face_025,220.577,1.705
q1_025,223.141,3.500
face_075,231.500,2.628
q1_075,235.577,3.500
prompt,246.987,5.000
face_000,251.987,1.910
q0_000,255.269,3.500
face_050,266.897,2.269
q0_050,269.897,3.500
face_100,278.910,2.833
q0_100,282.295,3.500
face_025,290.000,3.244
q0_025,294.538,3.500
face_075,302.462,3.295
q0_075,306.923,3.500
prompt,315.718,5.000
face_075,320.718,3.141
q1_075,324.795,3.500
face_000,334.244,2.577
q1_000,338.167,3.500
face_025,348.487,2.013
q1_025,351.538,3.500
face_100,356.410,1.962
q1_100,359.513,3.500
face_050,367.000,1.859
q1_050,369.974,3.500
prompt,382.038,5.000
face_050,387.038,1.603
q0_050,389.705,3.500
face_000,401.987,2.987
q0_000,406.449,3.500
face_025,416.115,2.474
q0_025,419.115,3.500
face_075,425.513,3.500
q0_075,429.974,3.500
face_100,438.115,3.397
q0_100,442.756,3.500
prompt,448.064,5.000
face_100,453.064,2.321
q0_100,456.192,3.500
face_050,466.731,1.808
q0_050,469.526,3.500
face_075,478.103,2.526
q0_075,481.949,3.500
face_025,489.218,2.423
q0_025,492.731,3.500
face_000,499.782,2.115
q0_000,502.397,3.500
prompt,508.359,5.000
face_000,513.359,2.679
q1_000,516.641,3.500
face_050,522.821,3.038
q1_050,527.051,3.500
face_075,531.269,1.500
q1_075,533.449,3.500
face_025,542.679,2.218
q1_025,545.808,3.500
face_100,551.333,2.167
q1_100,554.897,3.500
