event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,1.500
q0_000,62.846,3.500
face_100,69.026,3.192
q0_100,72.949,3.500
face_050,81.308,2.731
q0_050,85.051,3.500
face_025,95.372,2.013
q0_025,98.551,3.500
face_075,103.205,2.167
q0_075,106.513,3.500
prompt,117.923,5.000
face_025,122.923,2.474
q1_025,126.308,3.500
face_000,137.936,3.090
q1_000,142.423,3.500
face_050,152.962,1.705
q1_050,155.654,3.500
face_100,164.449,2.218
q1_100,168.038,3.500
face_075,177.923,1.962
q1_075,180.974,3.500
prompt,193.256,5.000
face_000,198.256,2.987
q0_000,201.923,3.500
face_025,211.372,1.756
q0_025,213.962,3.500
face_050,218.397,2.526
q0_050,221.628,3.500
face_075,230.641,2.115
q0_075,233.359,3.500
face_100,239.103,3.500
q0_100,243.564,3.500
prompt,254.538,5.000
face_050,259.538,2.628
q1_050,262.692,3.500
face_000,273.885,2.833
q1_000,277.526,3.500
face_025,283.051,2.372
q1_025,286.692,3.500
face_075,295.923,1.859
q1_075,298.436,3.500
face_100,310.500,1.808
q1_100,313.526,3.500
prompt,321.013,5.000
face_050,326.013,3.141
q0_050,330.269,3.500
face_100,339.936,3.038
q0_100,343.526,3.500
face_000,350.577,1.603
q0_000,353.603,3.500
face_075,366.103,2.321
q0_075,369.000,3.500
face_025,373.000,1.654
q0_025,375.590,3.500
prompt,382.423,5.000
face_000,387.423,1.910
q1_000,390.808,3.500
face_100,402.654,3.449
q1_100,407.603,3.500
face_025,417.705,3.295
q1_025,421.628,3.500
face_050,426.500,2.885
q1_050,430.577,3.500
face_075,437.192,3.346
q1_075,441.397,3.500
prompt,449.321,5.000
face_025,454.321,2.423
q0_025,458.038,3.500
face_050,462.256,1.551
q0_050,464.872,3.500
face_075,470.179,2.064
q0_075,473.026,3.500
face_100,480.295,3.244
q0_100,484.859,3.500
face_000,490.821,2.269
q0_000,494.128,3.500
prompt,499.218,5.000
face_075,504.218,2.679
q1_075,507.397,3.500
face_050,515.538,2.782
q1_050,519.564,3.500
face_025,528.141,2.936
q1_025,531.833,3.500
face_100,538.231,3.397
q1_100,542.513,3.500
face_000,553.269,2.577
q1_000,557.295,3.500
