event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,3.244
q1_075,64.538,3.500
face_000,76.603,3.090
q1_000,80.372,3.500
face_025,86.551,3.346
q1_025,91.372,3.500
face_100,103.218,1.756
q1_100,105.705,3.500
face_050,114.936,2.372
q1_050,118.500,3.500
prompt,129.692,5.000
face_100,134.692,3.500
q0_100,139.692,3.500
face_075,150.449,3.295
q0_075,154.808,3.500
face_000,165.782,2.526
q0_000,169.013,3.500
face_025,177.154,3.449
q0_025,181.692,3.500
face_050,188.308,3.192
q0_050,192.949,3.500
prompt,205.449,5.000
face_100,210.449,2.474
q1_100,214.167,3.500
face_075,225.577,2.013
q1_075,228.987,3.500
face_050,238.000,2.577
q1_050,241.923,3.500
face_000,247.667,1.500
q1_000,250.282,3.500
face_025,258.205,1.551
q1_025,261.077,3.500
prompt,271.397,5.000
face_025,276.397,2.936
q0_025,279.936,3.500
face_075,289.821,2.833
q0_075,293.462,3.500
face_100,303.128,2.731
q0_100,306.846,3.500
face_050,311.718,1.859
q0_050,314.538,3.500
face_000,319.192,1.808
q0_000,321.756,3.500
prompt,330.333,5.000
face_050,335.333,1.910
q1_050,338.385,3.500
face_000,342.821,2.269
q1_000,345.641,3.500
face_075,352.692,2.321
q1_075,355.538,3.500
face_025,361.936,2.064
q1_025,365.013,3.500
face_100,370.538,1.962
q1_100,373.385,3.500
prompt,382.833,5.000
face_050,387.833,2.218
q0_050,391.269,3.500
face_100,397.231,1.654
q0_100,400.154,3.500
face_025,411.782,2.987
q0_025,416.192,3.500
face_000,423.897,2.679
q0_000,427.615,3.500
face_075,434.885,2.115
q0_075,437.500,3.500
prompt,449.782,5.000
face_025,454.782,2.885
q1_025,458.833,3.500
face_100,469.372,2.167
q1_100,472.372,3.500
face_000,476.372,2.423
q1_000,479.449,3.500
face_075,487.808,2.782
q1_075,491.372,3.500
face_050,501.474,3.038
q1_050,505.090,3.500
prompt,512.577,5.000
face_000,517.577,3.141
q0_000,521.628,3.500
face_075,526.936,3.397
q0_075,530.962,3.500
face_050,537.795,1.603
q0_050,540.333,3.500
face_100,549.128,1.705
q0_100,552.205,3.500
face_025,556.423,2.628
q0_025,559.910,3.500
