event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,1.500
q1_000,62.333,3.500
face_025,67.423,3.192
q1_025,72.064,3.500
face_050,78.462,2.885
q1_050,81.923,3.500
face_075,89.628,3.141
q1_075,93.526,3.500
face_100,104.500,2.782
q1_100,107.782,3.500
prompt,112.000,5.000
face_100,117.000,1.654
q0_100,119.872,3.500
face_075,129.974,1.603
q0_075,132.667,3.500
face_050,142.987,2.423
q0_050,145.962,3.500
face_025,155.846,1.910
q0_025,158.410,3.500
face_000,163.282,3.295
q0_000,167.615,3.500
prompt,172.269,5.000
face_075,177.269,2.731
q1_075,181.295,3.500
face_025,187.256,1.859
q1_025,189.744,3.500
face_050,193.744,2.115
q1_050,196.641,3.500
face_000,202.821,3.090
q1_000,207.282,3.500
face_100,214.769,2.013
q1_100,217.897,3.500
prompt,226.038,5.000
face_050,231.038,3.449
q0_050,235.372,3.500
face_000,240.897,2.167
q0_000,244.128,3.500
face_025,255.974,1.551
q0_025,258.667,3.500
face_100,267.026,1.756
q0_100,270.128,3.500
face_075,279.141,2.936
q0_075,283.269,3.500
prompt,294.026,5.000
face_025,299.026,1.808
q0_025,301.744,3.500
face_050,313.372,2.628
q0_050,316.526,3.500
face_000,323.577,2.321
q0_000,327.218,3.500
face_100,336.013,2.987
q0_100,339.808,3.500
face_075,352.090,1.962
q0_075,355.013,3.500
prompt,367.077,5.000
face_025,372.077,2.474
q1_025,375.949,3.500
face_100,387.359,2.577
q1_100,390.872,3.500
face_050,396.179,2.064
q1_050,399.231,3.500
face_000,409.769,2.526
q1_000,413.308,3.500
face_075,422.756,3.397
q1_075,427.013,3.500
prompt,433.846,5.000
face_000,438.846,2.372
q0_000,442.385,3.500
face_025,452.051,1.705
q0_025,455.256,3.500
face_075,462.526,2.269
q0_075,466.269,3.500
face_050,472.885,2.679
q0_050,476.244,3.500
face_100,484.821,3.244
q0_100,488.769,3.500
prompt,499.962,5.000
face_075,504.962,3.500
q1_075,509.731,3.500
face_000,518.962,2.218
q1_000,521.782,3.500
face_025,529.705,2.833
q1_025,533.782,3.500
face_100,538.218,3.346
q1_100,542.987,3.500
face_050,555.487,3.038
q1_050,559.256,3.500
