event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,3.295
q1_100,63.974,3.500
face_025,75.603,1.654
q1_025,77.885,3.500
face_050,88.859,2.833
q1_050,92.474,3.500
face_000,101.487,3.397
q1_000,106.128,3.500
face_075,111.872,2.115
q1_075,114.513,3.500
prompt,124.615,5.000
face_050,129.615,3.346
q0_050,134.179,3.500
face_000,140.577,3.141
q0_000,144.885,3.500
face_025,149.103,1.859
q0_025,151.846,3.500
face_100,156.282,2.167
q0_100,159.897,3.500
face_075,171.962,2.987
q0_075,175.603,3.500
prompt,183.744,5.000
face_025,188.744,3.244
q0_025,193.026,3.500
face_050,200.513,2.577
q0_050,203.667,3.500
face_100,208.321,2.679
q0_100,212.372,3.500
face_000,220.731,2.936
q0_000,224.397,3.500
face_075,234.936,2.423
q0_075,238.321,3.500
prompt,248.641,5.000
face_000,253.641,1.808
q1_000,256.718,3.500
face_025,262.244,2.372
q1_025,265.962,3.500
face_100,274.756,2.269
q1_100,277.962,3.500
face_050,283.051,2.064
q1_050,286.410,3.500
face_075,294.115,1.705
q1_075,296.910,3.500
prompt,303.090,5.000
face_000,308.090,1.500
q1_000,310.449,3.500
face_050,318.372,2.321
q1_050,321.603,3.500
face_025,328.436,2.474
q1_025,331.462,3.500
face_100,342.218,2.526
q1_100,345.885,3.500
face_075,357.077,3.090
q1_075,360.974,3.500
prompt,365.846,5.000
face_075,370.846,2.885
q0_075,374.487,3.500
face_100,384.372,1.603
q0_100,387.295,3.500
face_050,399.141,1.962
q0_050,401.705,3.500
face_025,410.282,2.013
q0_025,413.769,3.500
face_000,426.269,3.500
q0_000,430.603,3.500
prompt,434.603,5.000
face_000,439.603,3.192
q1_000,444.192,3.500
face_075,453.641,1.551
q1_075,455.897,3.500
face_100,465.564,3.038
q1_100,470.103,3.500
face_025,482.385,1.756
q1_025,485.564,3.500
face_050,492.615,2.218
q1_050,495.846,3.500
prompt,502.462,5.000
face_100,507.462,2.731
q0_100,511.308,3.500
face_075,518.577,3.449
q0_075,523.218,3.500
face_050,534.628,2.782
q0_050,538.397,3.500
face_000,543.705,1.910
q0_000,546.679,3.500
face_025,555.910,2.628
q0_025,559.038,3.500
