event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,3.449
q0_100,64.026,3.500
face_000,74.782,1.756
q0_000,77.628,3.500
face_075,88.821,2.115
q0_075,91.692,3.500
face_025,101.795,3.295
q0_025,106.385,3.500
face_050,114.090,2.936
q0_050,117.936,3.500
prompt,124.115,5.000
face_000,129.115,2.013
q1_000,131.962,3.500
face_025,139.449,1.962
q1_025,142.038,3.500
face_100,151.269,1.654
q1_100,153.628,3.500
face_050,157.628,1.551
q1_050,160.115,3.500
face_075,170.000,3.244
q1_075,174.205,3.500
prompt,182.346,5.000
face_100,187.346,3.346
q0_100,191.731,3.500
face_050,203.359,1.603
q0_050,205.462,3.500
face_075,210.551,3.038
q0_075,214.782,3.500
face_000,221.833,2.526
q0_000,225.500,3.500
face_025,235.167,2.218
q0_025,238.808,3.500
prompt,247.167,5.000
face_025,252.167,2.885
q1_025,255.782,3.500
face_000,262.179,1.859
q1_000,265.513,3.500
face_075,274.308,2.269
q1_075,277.923,3.500
face_100,283.667,1.808
q1_100,286.333,3.500
face_050,290.769,1.500
q1_050,293.154,3.500
prompt,301.077,5.000
face_075,306.077,2.577
q0_075,310.026,3.500
face_025,319.038,2.423
q0_025,322.910,3.500
face_050,331.487,3.141
q0_050,335.744,3.500
face_000,341.705,2.321
q0_000,344.679,3.500
face_100,357.179,3.192
q0_100,361.615,3.500
prompt,372.590,5.000
face_100,377.590,2.833
q1_100,381.923,3.500
face_075,393.333,2.731
q1_075,396.872,3.500
face_025,401.090,3.500
q1_025,405.603,3.500
face_000,415.923,2.167
q1_000,418.692,3.500
face_050,425.308,2.782
q1_050,428.769,3.500
prompt,436.038,5.000
face_075,441.038,2.064
q0_075,443.654,3.500
face_100,449.179,1.705
q0_100,452.205,3.500
face_025,457.513,3.090
q0_025,461.821,3.500
face_050,472.359,2.628
q0_050,476.385,3.500
face_000,488.449,2.679
q0_000,491.910,3.500
prompt,501.359,5.000
face_100,506.359,2.987
q1_100,510.410,3.500
face_050,522.256,3.397
q1_050,526.179,3.500
face_075,530.833,2.372
q1_075,534.474,3.500
face_025,546.756,2.474
q1_025,550.218,3.500
face_000,555.090,1.910
q1_000,558.167,3.500
