event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,2.064
q1_000,63.231,3.500
face_025,73.551,2.269
q1_025,76.474,3.500
face_050,87.013,1.756
q1_050,90.013,3.500
face_100,94.231,3.449
q1_100,98.769,3.500
face_075,104.295,3.397
q1_075,108.808,3.500
prompt,113.462,5.000
face_000,118.462,2.628
q0_000,122.462,3.500
face_050,134.744,3.295
q0_050,139.256,3.500
face_025,149.141,3.090
q0_025,153.731,3.500
face_075,160.346,2.936
q0_075,164.423,3.500
face_100,173.218,1.500
q0_100,175.449,3.500
prompt,182.718,5.000
face_100,187.718,2.679
q1_100,191.436,3.500
face_075,203.064,1.962
q1_075,205.526,3.500
face_025,212.359,3.244
q1_025,216.795,3.500
face_000,228.641,2.372
q1_000,231.872,3.500
face_050,243.936,2.987
q1_050,247.833,3.500
prompt,259.026,5.000
face_025,264.026,1.551
q0_025,266.333,3.500
face_100,275.782,1.859
q0_100,279.064,3.500
face_050,290.474,3.346
q0_050,294.397,3.500
face_075,302.103,1.603
q0_075,305.026,3.500
face_000,313.603,1.705
q0_000,316.244,3.500
prompt,321.551,5.000
face_100,326.551,2.115
q0_100,329.551,3.500
face_000,342.051,3.500
q0_000,346.513,3.500
face_050,357.487,1.910
q0_050,360.410,3.500
face_075,371.167,3.192
q0_075,374.987,3.500
face_025,380.731,2.321
q0_025,383.654,3.500
prompt,392.885,5.000
face_050,397.885,2.474
q1_050,401.654,3.500
face_025,406.090,2.833
q1_025,409.449,3.500
face_100,417.372,2.731
q1_100,421.500,3.500
face_000,426.590,1.808
q1_000,429.872,3.500
face_075,437.359,2.526
q1_075,440.718,3.500
prompt,447.769,5.000
face_100,452.769,2.782
q0_100,456.897,3.500
face_075,465.910,2.577
q0_075,469.295,3.500
face_025,475.692,2.885
q0_025,479.359,3.500
face_050,484.231,2.167
q0_050,487.077,3.500
face_000,496.744,2.218
q0_000,499.667,3.500
prompt,505.628,5.000
face_100,510.628,2.423
q1_100,514.115,3.500
face_050,524.218,2.013
q1_050,527.500,3.500
face_025,535.859,3.038
q1_025,539.885,3.500
face_000,546.064,1.654
q1_000,548.269,3.500
face_075,552.269,3.141
q1_075,556.859,3.500
