event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,3.141
q0_000,63.923,3.500
face_025,68.359,3.038
q0_025,72.026,3.500
face_100,81.692,2.064
q0_100,85.000,3.500
face_050,91.833,3.244
q0_050,96.192,3.500
face_075,100.410,2.526
q0_075,103.641,3.500
prompt,108.295,5.000
face_075,113.295,2.731
q1_075,116.551,3.500
face_050,125.346,1.705
q1_050,128.013,3.500
face_100,137.026,2.269
q1_100,140.308,3.500
face_000,148.449,1.654
q1_000,151.192,3.500
face_025,163.474,2.218
q1_025,166.372,3.500
prompt,174.077,5.000
face_075,179.077,2.628
q0_075,182.744,3.500
face_100,194.154,1.500
q0_100,196.513,3.500
face_000,207.705,2.782
q0_000,211.551,3.500
face_025,218.821,2.936
q0_025,223.179,3.500
face_050,233.500,2.833
q0_050,236.987,3.500
prompt,248.833,5.000
face_100,253.833,2.474
q1_100,257.141,3.500
face_075,264.628,3.397
q1_075,269.244,3.500
face_050,279.346,1.808
q1_050,281.962,3.500
face_025,288.141,1.551
q1_025,291.141,3.500
face_000,301.679,2.167
q1_000,305.244,3.500
prompt,311.641,5.000
face_075,316.641,2.577
q0_075,320.154,3.500
face_000,326.115,3.090
q0_000,330.372,3.500
face_050,337.423,3.295
q0_050,341.218,3.500
face_100,353.282,2.987
q0_100,357.769,3.500
face_025,368.744,2.013
q0_025,371.667,3.500
prompt,376.756,5.000
face_075,381.756,1.603
q1_075,384.346,3.500
face_000,389.218,1.910
q1_000,392.474,3.500
face_050,399.090,3.346
q1_050,403.321,3.500
face_025,411.897,2.372
q1_025,415.538,3.500
face_100,421.282,2.885
q1_100,424.897,3.500
prompt,432.821,5.000
face_025,437.821,2.321
q1_025,441.333,3.500
face_000,446.859,3.449
q1_000,450.910,3.500
face_050,459.269,1.756
q1_050,462.346,3.500
face_100,473.974,2.423
q1_100,477.872,3.500
face_075,488.628,3.192
q1_075,492.397,3.500
prompt,502.282,5.000
face_075,507.282,3.500
q0_075,512.077,3.500
face_000,521.526,1.962
q0_000,524.038,3.500
face_050,529.346,2.679
q0_050,532.782,3.500
face_100,536.782,1.859
q0_100,539.782,3.500
face_025,549.013,2.115
q0_025,552.500,3.500
