event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,3.090
q0_050,63.641,3.500
face_100,72.872,3.449
q0_100,77.359,3.500
face_000,84.846,2.423
q0_000,88.487,3.500
face_075,99.679,2.628
q0_075,103.372,3.500
face_025,110.641,1.551
q0_025,113.590,3.500
prompt,117.590,5.000
face_075,122.590,2.167
q1_075,125.667,3.500
face_050,135.769,2.321
q1_050,138.795,3.500
face_000,149.115,3.244
q1_000,152.962,3.500
face_100,161.321,3.295
q1_100,165.808,3.500
face_025,172.205,2.474
q1_025,175.256,3.500
prompt,184.051,5.000
face_000,189.051,2.885
q1_000,192.923,3.500
face_100,201.064,3.397
q1_100,205.295,3.500
face_075,210.385,3.500
q1_075,214.744,3.500
face_025,225.282,2.372
q1_025,228.308,3.500
face_050,237.974,2.013
q1_050,241.000,3.500
prompt,248.051,5.000
face_000,253.051,1.910
q0_000,256.385,3.500
face_025,264.090,3.038
q0_025,267.808,3.500
face_050,273.987,2.936
q0_050,278.167,3.500
face_075,284.128,2.577
q0_075,287.436,3.500
face_100,299.936,1.962
q0_100,302.654,3.500
prompt,309.487,5.000
face_100,314.487,2.526
q1_100,317.897,3.500
face_075,328.872,2.987
q1_075,332.974,3.500
face_000,337.628,3.346
q1_000,341.603,3.500
face_025,348.218,3.192
q1_025,352.705,3.500
face_050,357.577,3.141
q1_050,362.218,3.500
prompt,371.231,5.000
face_075,376.231,1.859
q0_075,379.462,3.500
face_025,390.218,1.808
q0_025,393.500,3.500
face_100,397.718,2.218
q0_100,401.282,3.500
face_050,405.718,1.756
q0_050,408.282,3.500
face_000,413.808,2.679
q0_000,417.756,3.500
prompt,427.205,5.000
face_025,432.205,2.782
q0_025,436.154,3.500
face_100,444.731,2.833
q0_100,448.705,3.500
face_075,458.590,2.115
q0_075,461.641,3.500
face_000,469.564,2.269
q0_000,472.333,3.500
face_050,483.962,1.603
q0_050,486.090,3.500
prompt,497.936,5.000
face_100,502.936,1.654
q1_100,505.551,3.500
face_050,517.615,2.064
q1_050,521.000,3.500
face_025,526.308,2.731
q1_025,530.128,3.500
face_075,535.872,1.705
q1_075,538.359,3.500
face_000,550.641,1.500
q1_000,553.590,3.500
