event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,1.603
q0_025,62.436,3.500
face_075,72.974,1.654
q0_075,75.308,3.500
face_050,79.526,3.090
q0_050,83.423,3.500
face_100,92.654,2.987
q0_100,96.192,3.500
face_000,104.769,2.577
q0_000,108.205,3.500
prompt,120.051,5.000
face_100,125.051,3.192
q1_100,129.590,3.500
face_000,133.590,2.218
q1_000,136.385,3.500
face_050,148.667,1.500
q1_050,151.615,3.500
face_075,156.705,2.064
q1_075,159.654,3.500
face_025,165.833,1.962
q1_025,168.756,3.500
prompt,175.154,5.000
face_050,180.154,2.372
q0_050,183.795,3.500
face_025,193.244,2.936
q0_025,197.295,3.500
face_075,208.923,2.423
q0_075,212.077,3.500
face_100,218.910,3.295
q0_100,223.500,3.500
face_000,233.167,3.141
q0_000,237.628,3.500
prompt,245.769,5.000
face_025,250.769,3.244
q1_025,255.385,3.500
face_075,265.705,3.038
q1_075,269.269,3.500
face_050,276.321,2.013
q1_050,279.038,3.500
face_000,285.000,1.808
q1_000,287.590,3.500
face_100,295.949,2.474
q1_100,299.821,3.500
prompt,307.308,5.000
face_000,312.308,1.756
q0_000,314.667,3.500
face_100,322.372,2.885
q0_100,325.885,3.500
face_075,333.154,3.449
q0_075,337.795,3.500
face_050,344.410,2.115
q0_050,347.513,3.500
face_025,353.256,1.859
q0_025,356.359,3.500
prompt,367.115,5.000
face_100,372.115,3.500
q1_100,376.756,3.500
face_050,386.641,1.705
q1_050,389.256,3.500
face_075,394.128,2.167
q1_075,397.231,3.500
face_025,408.423,2.731
q1_025,411.654,3.500
face_000,423.064,3.397
q1_000,427.551,3.500
prompt,433.077,5.000
face_000,438.077,1.551
q0_000,440.385,3.500
face_050,452.885,2.321
q0_050,456.372,3.500
face_025,465.167,2.269
q0_025,468.654,3.500
face_100,473.308,2.833
q0_100,477.205,3.500
face_075,489.269,2.782
q0_075,492.705,3.500
prompt,498.013,5.000
face_050,503.013,3.346
q1_050,507.833,3.500
face_000,516.846,1.910
q1_000,519.795,3.500
face_075,524.231,2.628
q1_075,528.359,3.500
face_100,538.462,2.526
q1_100,542.410,3.500
face_025,553.385,2.679
q1_025,557.077,3.500
