event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,1.808
q1_025,62.872,3.500
face_075,71.013,2.269
q1_075,74.167,3.500
face_100,81.654,1.756
q1_100,84.346,3.500
face_050,95.103,2.885
q1_050,99.000,3.500
face_000,103.000,1.962
q1_000,106.103,3.500
prompt,115.333,5.000
face_075,120.333,2.628
q0_075,123.769,3.500
face_000,133.872,2.782
q0_000,137.333,3.500
face_100,143.077,3.192
q0_100,147.564,3.500
face_025,157.449,1.500
q0_025,159.782,3.500
face_050,165.744,3.038
q0_050,169.974,3.500
prompt,182.474,5.000
face_050,187.474,3.090
q1_050,191.115,3.500
face_100,202.308,3.141
q1_100,205.949,3.500
face_075,217.577,1.551
q1_075,220.372,3.500
face_000,227.641,3.500
q1_000,232.256,3.500
face_025,242.795,3.295
q1_025,247.179,3.500
prompt,258.590,5.000
face_000,263.590,3.449
q0_000,268.205,3.500
face_025,276.782,2.526
q0_025,279.885,3.500
face_050,286.718,1.910
q0_050,289.538,3.500
face_075,296.590,2.013
q0_075,299.923,3.500
face_100,308.282,2.731
q0_100,311.667,3.500
prompt,322.641,5.000
face_075,327.641,2.577
q0_075,330.744,3.500
face_000,336.051,1.654
q0_000,339.154,3.500
face_050,343.808,2.423
q0_050,346.833,3.500
face_100,352.359,2.321
q0_100,355.538,3.500
face_025,367.385,2.833
q0_025,371.436,3.500
prompt,375.872,5.000
face_100,380.872,2.218
q1_100,384.487,3.500
face_075,393.500,3.397
q1_075,398.372,3.500
face_050,408.692,2.064
q1_050,411.385,3.500
face_025,417.564,2.679
q1_025,420.974,3.500
face_000,430.641,2.936
q1_000,434.923,3.500
prompt,446.987,5.000
face_075,451.987,2.372
q1_075,455.321,3.500
face_025,459.538,2.987
q1_025,463.513,3.500
face_050,472.962,3.346
q1_050,477.013,3.500
face_100,484.718,1.603
q1_100,487.103,3.500
face_000,492.192,2.115
q1_000,495.346,3.500
prompt,501.744,5.000
face_025,506.744,3.244
q0_025,510.744,3.500
face_100,519.538,1.859
q0_100,522.769,3.500
face_075,529.385,2.167
q0_075,532.821,3.500
face_050,545.103,2.474
q0_050,549.000,3.500
face_000,553.872,1.705
q0_000,557.077,3.500
