event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,1.500
q0_050,62.333,3.500
face_100,72.218,2.372
q0_100,75.628,3.500
face_075,85.077,2.782
q0_075,88.487,3.500
face_025,99.897,2.526
q0_025,103.385,3.500
face_000,108.910,2.064
q0_000,112.295,3.500
prompt,116.513,5.000
face_025,121.513,2.628
q1_025,124.692,3.500
face_100,136.321,2.218
q1_100,139.269,3.500
face_000,144.359,2.679
q1_000,148.231,3.500
face_050,159.205,2.321
q1_050,162.231,3.500
face_075,170.372,1.654
q1_075,172.679,3.500
prompt,179.513,5.000
face_075,184.513,3.038
q1_075,188.949,3.500
face_025,201.449,3.346
q1_025,205.962,3.500
face_050,214.756,2.167
q1_050,217.449,3.500
face_000,221.885,3.295
q1_000,226.295,3.500
face_100,238.359,3.449
q1_100,242.667,3.500
prompt,249.282,5.000
face_025,254.282,2.423
q0_025,257.590,3.500
face_075,263.769,2.936
q0_075,267.282,3.500
face_100,279.128,2.115
q0_100,282.000,3.500
face_000,292.103,2.269
q0_000,295.385,3.500
face_050,303.744,2.885
q0_050,307.897,3.500
prompt,319.090,5.000
face_100,324.090,2.013
q0_100,326.910,3.500
face_025,331.782,2.731
q0_025,336.013,3.500
face_075,344.590,3.244
q0_075,349.179,3.500
face_050,361.462,1.962
q0_050,364.026,3.500
face_000,373.692,1.705
q0_000,376.692,3.500
prompt,381.346,5.000
face_000,386.346,2.833
q1_000,390.090,3.500
face_075,399.321,1.859
q1_075,402.115,3.500
face_100,407.859,3.090
q1_100,412.192,3.500
face_025,420.115,1.756
q1_025,422.654,3.500
face_050,428.615,3.192
q1_050,432.949,3.500
prompt,441.962,5.000
face_100,446.962,1.910
q1_100,450.321,3.500
face_075,460.641,2.474
q1_075,464.538,3.500
face_050,475.295,1.808
q1_050,478.577,3.500
face_025,482.577,3.141
q1_025,486.936,3.500
face_000,494.423,2.987
q1_000,498.782,3.500
prompt,506.051,5.000
face_050,511.051,3.500
q0_050,515.051,3.500
face_025,522.103,3.397
q0_025,526.564,3.500
face_000,534.269,2.577
q0_000,537.936,3.500
face_100,548.474,1.603
q0_100,551.064,3.500
face_075,557.462,1.551
q0_075,559.692,3.500
