event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,2.987
q0_075,63.846,3.500
face_000,73.513,2.013
q0_000,76.077,3.500
face_025,82.256,1.859
q0_025,85.179,3.500
face_100,89.397,3.192
q0_100,93.756,3.500
face_050,102.551,1.756
q0_050,105.526,3.500
prompt,116.282,5.000
face_050,121.282,3.397
q1_050,126.026,3.500
face_100,132.859,1.654
q1_100,135.397,3.500
face_000,147.897,2.115
q1_000,151.385,3.500
face_025,159.526,3.346
q1_025,164.372,3.500
face_075,169.462,2.372
q1_075,172.538,3.500
prompt,178.500,5.000
face_100,183.500,2.526
q1_100,186.833,3.500
face_025,194.756,2.218
q1_025,197.603,3.500
face_075,207.051,1.705
q1_075,210.000,3.500
face_050,214.436,2.833
q1_050,218.103,3.500
face_000,223.410,1.910
q1_000,226.641,3.500
prompt,235.654,5.000
face_075,240.654,2.269
q0_075,244.397,3.500
face_000,254.718,1.551
q0_000,257.667,3.500
face_100,269.513,2.679
q0_100,273.231,3.500
face_025,284.859,3.449
q0_025,289.577,3.500
face_050,297.282,3.090
q0_050,301.385,3.500
prompt,309.962,5.000
face_000,314.962,1.603
q1_000,317.987,3.500
face_025,322.859,2.423
q1_025,326.397,3.500
face_100,332.795,2.474
q1_100,336.462,3.500
face_050,341.115,2.064
q1_050,343.782,3.500
face_075,355.192,2.885
q1_075,358.577,3.500
prompt,365.846,5.000
face_000,370.846,3.141
q0_000,374.923,3.500
face_025,387.205,1.808
q0_025,389.590,3.500
face_050,398.821,2.628
q0_050,402.410,3.500
face_075,410.769,2.167
q0_075,413.615,3.500
face_100,424.154,2.731
q0_100,427.641,3.500
prompt,435.128,5.000
face_100,440.128,3.244
q1_100,444.821,3.500
face_075,450.346,2.321
q1_075,453.321,3.500
face_050,463.205,3.295
q1_050,467.026,3.500
face_000,472.769,1.500
q1_000,475.051,3.500
face_025,486.244,2.577
q1_025,489.910,3.500
prompt,496.962,5.000
face_100,501.962,2.936
q0_100,506.038,3.500
face_050,517.013,3.038
q0_050,521.038,3.500
face_000,531.141,2.782
q0_000,534.833,3.500
face_075,538.833,3.500
q0_075,543.628,3.500
face_025,550.244,1.962
q0_025,552.936,3.500
