event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,2.423
q1_075,63.744,3.500
face_000,73.628,3.090
q1_000,78.167,3.500
face_100,88.487,2.526
q1_100,91.590,3.500
face_050,103.000,2.115
q1_050,106.128,3.500
face_025,114.923,1.808
q1_025,117.256,3.500
prompt,124.744,5.000
face_000,129.744,2.167
q0_000,133.333,3.500
face_050,139.513,3.397
q0_050,144.051,3.500
face_075,153.282,2.577
q0_075,156.923,3.500
face_025,165.500,1.500
q0_025,167.756,3.500
face_100,175.897,3.244
q0_100,180.641,3.500
prompt,191.179,5.000
face_100,196.179,2.628
q0_100,199.667,3.500
face_050,208.679,1.705
q0_050,211.654,3.500
face_000,222.628,2.987
q0_000,226.551,3.500
face_075,233.385,2.321
q0_075,236.436,3.500
face_025,244.795,1.603
q0_025,246.897,3.500
prompt,257.654,5.000
face_050,262.654,3.500
q1_050,266.705,3.500
face_100,270.705,2.474
q1_100,274.218,3.500
face_075,282.141,1.551
q1_075,284.397,3.500
face_000,288.833,3.192
q1_000,293.013,3.500
face_025,298.321,3.038
q1_025,302.731,3.500
prompt,307.603,5.000
face_075,312.603,2.833
q0_075,316.731,3.500
face_025,322.256,2.936
q0_025,326.410,3.500
face_100,332.154,1.962
q0_100,335.205,3.500
face_000,347.705,2.679
q0_000,351.346,3.500
face_050,358.397,1.859
q0_050,361.500,3.500
prompt,367.462,5.000
face_075,372.462,3.346
q1_075,377.205,3.500
face_100,389.269,1.654
q1_100,392.115,3.500
face_050,401.782,2.013
q1_050,404.474,3.500
face_025,416.321,2.064
q1_025,419.218,3.500
face_000,429.321,2.269
q1_000,432.756,3.500
prompt,442.205,5.000
face_075,447.205,2.218
q0_075,450.333,3.500
face_000,456.949,2.782
q0_000,460.513,3.500
face_100,464.731,2.372
q0_100,467.756,3.500
face_025,479.385,2.731
q0_025,483.462,3.500
face_050,488.115,3.449
q0_050,492.372,3.500
prompt,498.769,5.000
face_075,503.769,3.295
q1_075,507.667,3.500
face_025,518.859,1.756
q1_025,522.090,3.500
face_050,527.179,1.910
q1_050,529.974,3.500
face_000,537.679,3.141
q1_000,541.449,3.500
face_100,548.718,2.885
q1_100,552.718,3.500
