event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,3.244
q1_100,63.923,3.500
face_075,68.141,2.833
q1_075,71.705,3.500
face_025,79.410,2.679
q1_025,83.410,3.500
face_000,95.692,1.910
q1_000,98.718,3.500
face_050,107.731,2.372
q1_050,111.551,3.500
prompt,119.474,5.000
face_025,124.474,2.423
q0_025,128.090,3.500
face_075,139.500,2.628
q0_075,142.782,3.500
face_100,149.615,1.705
q0_100,152.359,3.500
face_050,162.026,2.013
q0_050,165.308,3.500
face_000,171.487,3.192
q0_000,175.538,3.500
prompt,185.859,5.000
face_075,190.859,2.731
q0_075,194.372,3.500
face_100,203.603,3.090
q0_100,208.115,3.500
face_050,219.962,3.038
q0_050,223.577,3.500
face_025,233.679,3.500
q0_025,237.987,3.500
face_000,246.782,2.064
q0_000,249.551,3.500
prompt,255.077,5.000
face_075,260.077,2.474
q1_075,263.538,3.500
face_050,270.154,1.808
q1_050,273.179,3.500
face_100,281.321,2.115
q1_100,284.679,3.500
face_025,295.436,2.782
q1_025,299.718,3.500
face_000,310.256,1.551
q1_000,312.897,3.500
prompt,317.769,5.000
face_025,322.769,1.962
q1_025,325.641,3.500
face_050,332.038,2.936
q1_050,335.936,3.500
face_100,347.128,1.859
q1_100,350.333,3.500
face_000,354.333,1.654
q1_000,356.615,3.500
face_075,363.667,3.346
q1_075,368.385,3.500
prompt,380.449,5.000
face_100,385.449,1.500
q0_100,388.013,3.500
face_025,393.756,1.756
q0_025,396.910,3.500
face_000,401.346,1.603
q0_000,403.551,3.500
face_075,408.859,2.885
q0_075,413.218,3.500
face_050,417.872,2.321
q0_050,420.718,3.500
prompt,429.295,5.000
face_075,434.295,3.449
q1_075,438.295,3.500
face_000,448.179,2.577
q1_000,452.051,3.500
face_050,458.013,2.987
q1_050,461.833,3.500
face_025,472.808,3.397
q1_025,477.141,3.500
face_100,484.410,2.526
q1_100,487.949,3.500
prompt,495.436,5.000
face_050,500.436,2.167
q0_050,503.103,3.500
face_075,511.462,2.218
q0_075,514.564,3.500
face_025,519.654,2.269
q0_025,522.679,3.500
face_000,535.179,3.141
q0_000,539.462,3.500
face_100,551.090,3.295
q0_100,555.551,3.500
