event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.013
q1_050,62.769,3.500
face_025,72.436,1.756
q1_025,74.692,3.500
face_000,79.128,2.987
q1_000,82.846,3.500
face_100,91.205,2.115
q1_100,94.564,3.500
face_075,106.628,1.962
q1_075,109.654,3.500
prompt,121.064,5.000
face_050,126.064,2.474
q0_050,129.551,3.500
face_000,138.128,2.372
q0_000,141.487,3.500
face_025,148.538,2.679
q0_025,152.538,3.500
face_100,162.859,2.167
q0_100,165.603,3.500
face_075,174.833,3.192
q0_075,179.397,3.500
prompt,185.141,5.000
face_025,190.141,1.910
q0_025,192.577,3.500
face_000,198.538,1.859
q0_000,201.795,3.500
face_050,210.590,3.090
q0_050,214.821,3.500
face_075,226.013,1.654
q0_075,228.628,3.500
face_100,238.731,2.731
q0_100,242.756,3.500
prompt,252.641,5.000
face_075,257.641,2.833
q1_075,261.154,3.500
face_025,269.295,2.423
q1_025,272.987,3.500
face_100,278.513,3.449
q1_100,283.077,3.500
face_050,287.077,2.782
q1_050,290.513,3.500
face_000,295.821,2.936
q1_000,299.385,3.500
prompt,303.603,5.000
face_000,308.603,3.295
q0_000,313.244,3.500
face_050,320.077,1.705
q0_050,322.641,3.500
face_100,332.090,3.141
q0_100,336.449,3.500
face_025,344.372,3.038
q0_025,348.577,3.500
face_075,359.333,3.244
q0_075,364.000,3.500
prompt,368.872,5.000
face_025,373.872,2.218
q1_025,376.974,3.500
face_000,381.628,2.628
q1_000,385.346,3.500
face_100,396.321,3.346
q1_100,400.859,3.500
face_075,412.705,3.500
q1_075,417.705,3.500
face_050,430.205,2.269
q1_050,433.026,3.500
prompt,440.295,5.000
face_050,445.295,1.551
q1_050,447.628,3.500
face_075,459.256,1.603
q1_075,461.769,3.500
face_000,469.474,1.500
q1_000,471.782,3.500
face_100,482.321,3.397
q1_100,486.321,3.500
face_025,491.410,2.526
q1_025,494.769,3.500
prompt,507.051,5.000
face_050,512.051,2.885
q0_050,515.872,3.500
face_100,524.885,2.321
q0_100,528.244,3.500
face_025,535.731,2.577
q0_025,539.756,3.500
face_075,546.154,2.064
q0_075,548.923,3.500
face_000,555.538,1.808
q0_000,558.821,3.500
