event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,1.500
q1_075,62.231,3.500
face_100,72.551,3.346
q1_100,76.577,3.500
face_000,85.154,1.962
q1_000,87.692,3.500
face_025,97.795,1.859
q1_025,100.462,3.500
face_050,107.077,2.115
q1_050,110.051,3.500
prompt,114.705,5.000
face_075,119.705,2.731
q0_075,123.603,3.500
face_000,135.885,3.090
q0_000,140.397,3.500
face_100,146.141,2.679
q0_100,149.603,3.500
face_025,162.103,2.269
q0_025,165.718,3.500
face_050,174.731,2.526
q0_050,178.500,3.500
prompt,185.769,5.000
face_050,190.769,2.782
q0_050,194.538,3.500
face_075,198.974,2.372
q0_075,202.051,3.500
face_025,206.269,2.013
q0_025,209.500,3.500
face_100,215.026,3.295
q0_100,219.615,3.500
face_000,226.013,2.833
q0_000,229.474,3.500
prompt,234.346,5.000
face_050,239.346,2.577
q1_050,242.449,3.500
face_000,247.756,2.321
q1_000,251.192,3.500
face_025,258.679,2.167
q1_025,262.218,3.500
face_100,274.282,1.654
q1_100,277.436,3.500
face_075,288.628,2.885
q1_075,292.654,3.500
prompt,302.538,5.000
face_050,307.538,1.808
q1_050,310.256,3.500
face_100,317.962,3.141
q1_100,322.372,3.500
face_000,333.782,2.218
q1_000,336.500,3.500
face_025,342.679,3.038
q1_025,346.910,3.500
face_075,358.538,1.756
q1_075,360.897,3.500
prompt,371.872,5.000
face_025,376.872,1.705
q0_025,379.231,3.500
face_000,384.321,3.397
q0_000,388.603,3.500
face_075,397.397,2.474
q0_075,401.192,3.500
face_050,408.026,1.910
q0_050,411.333,3.500
face_100,421.872,2.987
q0_100,426.333,3.500
prompt,438.179,5.000
face_050,443.179,2.064
q0_050,446.256,3.500
face_075,455.705,3.244
q0_075,459.885,3.500
face_000,466.936,1.551
q0_000,469.526,3.500
face_025,475.487,3.449
q0_025,479.487,3.500
face_100,483.487,2.936
q0_100,487.872,3.500
prompt,498.628,5.000
face_100,503.628,3.192
q1_100,507.782,3.500
face_075,517.449,2.423
q1_075,520.936,3.500
face_050,529.295,3.500
q1_050,533.551,3.500
face_025,541.474,1.603
q1_025,544.167,3.500
face_000,553.397,2.628
q1_000,556.859,3.500
