event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,2.372
q1_000,63.846,3.500
face_050,73.077,3.141
q1_050,77.282,3.500
face_025,81.282,1.705
q1_025,83.667,3.500
face_100,95.077,3.038
q1_100,99.410,3.500
face_075,111.910,1.859
q1_075,115.192,3.500
prompt,123.333,5.000
face_025,128.333,2.474
q0_025,132.026,3.500
face_000,141.038,1.500
q0_000,143.577,3.500
face_100,152.372,1.551
q0_100,154.474,3.500
face_050,161.090,3.397
q0_050,165.115,3.500
face_075,176.308,3.449
q0_075,180.359,3.500
prompt,188.064,5.000
face_050,193.064,2.987
q0_050,197.295,3.500
face_075,203.692,3.090
q0_075,207.974,3.500
face_025,214.154,2.269
q0_025,217.333,3.500
face_000,228.962,1.603
q0_000,231.321,3.500
face_100,241.423,2.013
q0_100,243.936,3.500
prompt,250.769,5.000
face_075,255.769,2.833
q1_075,259.410,3.500
face_100,269.949,3.192
q1_100,273.923,3.500
face_050,280.974,3.346
q1_050,285.641,3.500
face_000,295.090,2.782
q1_000,298.756,3.500
face_025,303.628,1.962
q1_025,306.449,3.500
prompt,314.372,5.000
face_075,319.372,3.244
q1_075,323.962,3.500
face_050,329.923,2.423
q1_050,333.179,3.500
face_000,340.449,3.295
q1_000,344.269,3.500
face_025,349.359,2.218
q1_025,352.692,3.500
face_100,361.269,2.731
q1_100,365.449,3.500
prompt,377.513,5.000
face_025,382.513,1.654
q0_025,385.436,3.500
face_075,396.192,2.679
q0_075,400.244,3.500
face_000,411.218,1.756
q0_000,413.628,3.500
face_100,419.372,2.167
q0_100,422.269,3.500
face_050,434.115,2.526
q0_050,437.603,3.500
prompt,442.910,5.000
face_025,447.910,3.500
q0_025,452.115,3.500
face_050,459.603,2.115
q0_050,463.115,3.500
face_075,468.641,2.321
q0_075,472.051,3.500
face_100,481.718,2.885
q0_100,485.590,3.500
face_000,493.949,2.628
q0_000,498.077,3.500
prompt,508.397,5.000
face_075,513.397,2.577
q1_075,516.551,3.500
face_100,520.769,1.808
q1_100,523.718,3.500
face_000,528.372,1.910
q1_000,531.218,3.500
face_025,535.654,2.936
q1_025,539.756,3.500
face_050,552.038,2.064
q1_050,555.115,3.500
