event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.782
q0_050,63.410,3.500
face_000,71.987,3.244
q0_000,76.449,3.500
face_025,84.154,2.064
q0_025,86.795,3.500
face_075,98.205,1.756
q0_075,100.821,3.500
face_100,111.795,2.372
q0_100,114.692,3.500
prompt,125.231,5.000
face_025,130.231,1.603
q1_025,133.077,3.500
face_050,139.474,2.987
q1_050,143.628,3.500
face_075,153.949,3.295
q1_075,158.282,3.500
face_000,169.474,3.141
q1_000,173.962,3.500
face_100,181.231,2.474
q1_100,184.410,3.500
prompt,189.500,5.000
face_050,194.500,1.910
q0_050,197.192,3.500
face_075,207.949,2.885
q0_075,212.154,3.500
face_025,216.808,2.628
q0_025,220.038,3.500
face_000,224.910,3.346
q0_000,229.397,3.500
face_100,241.679,1.859
q0_100,244.833,3.500
prompt,254.936,5.000
face_050,259.936,2.218
q1_050,263.167,3.500
face_075,274.795,2.731
q1_075,278.718,3.500
face_025,284.679,2.423
q1_025,287.859,3.500
face_000,299.923,2.013
q1_000,303.436,3.500
face_100,307.436,2.115
q1_100,310.205,3.500
prompt,322.051,5.000
face_000,327.051,1.962
q1_000,330.487,3.500
face_100,339.718,3.397
q1_100,343.846,3.500
face_075,350.679,3.192
q1_075,354.679,3.500
face_025,362.603,1.654
q1_025,365.321,3.500
face_050,372.372,2.936
q1_050,376.192,3.500
prompt,384.333,5.000
face_075,389.333,3.038
q0_075,393.359,3.500
face_000,400.846,2.679
q0_000,404.077,3.500
face_100,409.385,2.577
q0_100,413.077,3.500
face_025,422.962,2.321
q0_025,426.705,3.500
face_050,435.500,1.808
q0_050,438.397,3.500
prompt,442.833,5.000
face_000,447.833,1.705
q1_000,450.500,3.500
face_025,456.026,2.167
q1_025,459.103,3.500
face_050,464.846,2.833
q1_050,468.949,3.500
face_075,478.615,1.551
q1_075,480.846,3.500
face_100,489.205,2.269
q1_100,492.308,3.500
prompt,501.756,5.000
face_050,506.756,1.500
q0_050,509.705,3.500
face_100,515.885,3.449
q0_100,520.269,3.500
face_000,526.885,3.090
q0_000,531.346,3.500
face_075,540.359,2.526
q0_075,543.385,3.500
face_025,555.885,3.500
q0_025,560.782,3.500
