event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,3.295
q1_000,64.179,3.500
face_075,76.462,2.115
q1_075,79.333,3.500
face_050,86.603,1.756
q1_050,89.449,3.500
face_100,99.769,2.372
q1_100,102.795,3.500
face_025,109.192,1.859
q1_025,111.885,3.500
prompt,116.974,5.000
face_025,121.974,1.808
q0_025,124.974,3.500
face_050,134.423,2.064
q0_050,137.064,3.500
face_075,142.590,2.833
q0_075,146.103,3.500
face_100,153.808,3.449
q0_100,158.756,3.500
face_000,169.949,2.167
q0_000,172.641,3.500
prompt,177.949,5.000
face_025,182.949,2.013
q1_025,185.897,3.500
face_100,194.474,1.962
q1_100,197.064,3.500
face_000,205.423,3.038
q1_000,209.628,3.500
face_050,216.244,2.936
q1_050,220.603,3.500
face_075,230.705,2.526
q1_075,234.090,3.500
prompt,245.500,5.000
face_075,250.500,1.705
q0_075,252.936,3.500
face_025,263.692,3.346
q0_025,267.949,3.500
face_050,280.449,1.500
q0_050,283.321,3.500
face_000,294.949,3.141
q0_000,299.410,3.500
face_100,309.949,2.269
q0_100,313.231,3.500
prompt,322.244,5.000
face_075,327.244,2.679
q0_075,331.038,3.500
face_000,335.910,2.577
q0_000,339.295,3.500
face_050,349.179,3.397
q0_050,354.051,3.500
face_100,358.051,3.500
q0_100,363.000,3.500
face_025,370.487,3.090
q0_025,374.821,3.500
prompt,383.615,5.000
face_100,388.615,2.987
q1_100,393.000,3.500
face_000,399.833,2.218
q1_000,403.115,3.500
face_075,408.859,3.244
q1_075,413.090,3.500
face_050,425.154,1.654
q1_050,427.949,3.500
face_025,433.910,2.321
q1_025,436.782,3.500
prompt,446.449,5.000
face_100,451.449,2.474
q1_100,454.526,3.500
face_075,462.667,2.782
q1_075,466.410,3.500
face_000,475.641,2.885
q1_000,479.231,3.500
face_050,483.885,3.192
q1_050,488.372,3.500
face_025,499.346,1.551
q1_025,501.397,3.500
prompt,505.833,5.000
face_050,510.833,2.628
q0_050,514.679,3.500
face_000,518.897,2.731
q0_000,522.897,3.500
face_025,530.821,2.423
q0_025,534.590,3.500
face_075,546.436,1.603
q0_075,549.077,3.500
face_100,556.128,1.910
q0_100,558.821,3.500
