event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,2.372
q1_100,63.282,3.500
face_050,75.782,3.090
q1_050,80.321,3.500
face_025,89.115,3.397
q1_025,93.321,3.500
face_000,98.410,1.808
q1_000,100.718,3.500
face_075,106.462,3.141
q1_075,110.282,3.500
prompt,122.128,5.000
face_075,127.128,2.885
q0_075,130.564,3.500
face_000,134.782,2.577
q0_000,138.731,3.500
face_025,144.692,3.192
q0_025,149.051,3.500
face_100,155.885,2.115
q0_100,159.013,3.500
face_050,170.641,3.500
q0_050,174.795,3.500
prompt,182.718,5.000
face_000,187.718,3.449
q1_000,192.385,3.500
face_075,203.359,2.833
q1_075,207.462,3.500
face_025,212.987,2.064
q1_025,216.474,3.500
face_050,222.872,3.295
q1_050,227.641,3.500
face_100,239.051,2.269
q1_100,242.205,3.500
prompt,252.744,5.000
face_100,257.744,2.731
q0_100,261.821,3.500
face_025,269.308,1.756
q0_025,271.769,3.500
face_050,281.436,1.859
q0_050,283.872,3.500
face_075,291.141,2.987
q0_075,294.987,3.500
face_000,299.423,3.038
q0_000,303.244,3.500
prompt,309.423,5.000
face_050,314.423,1.910
q0_050,317.167,3.500
face_000,323.782,1.551
q0_000,325.936,3.500
face_100,338.218,2.526
q0_100,341.987,3.500
face_025,346.859,1.500
q0_025,349.449,3.500
face_075,357.590,2.423
q0_075,360.769,3.500
prompt,369.128,5.000
face_100,374.128,3.244
q1_100,378.692,3.500
face_075,390.756,2.167
q1_075,393.962,3.500
face_050,403.846,3.346
q1_050,408.487,3.500
face_025,413.795,1.603
q1_025,415.923,3.500
face_000,426.026,2.321
q1_000,429.744,3.500
prompt,440.500,5.000
face_025,445.500,2.782
q0_025,449.218,3.500
face_075,456.923,2.218
q0_075,460.282,3.500
face_000,470.603,2.628
q0_000,474.423,3.500
face_050,483.436,2.474
q0_050,486.538,3.500
face_100,495.987,2.936
q0_100,500.038,3.500
prompt,508.615,5.000
face_025,513.615,1.654
q1_025,516.256,3.500
face_050,520.256,1.705
q1_050,522.692,3.500
face_075,533.885,2.013
q1_075,536.962,3.500
face_000,544.013,1.962
q1_000,546.936,3.500
face_100,556.167,2.679
q1_100,560.346,3.500
