event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.782
q0_050,63.436,3.500
face_025,73.538,2.731
q0_025,77.385,3.500
face_000,84.654,2.987
q0_000,88.372,3.500
face_075,94.333,3.295
q0_075,99.077,3.500
face_100,111.577,2.885
q0_100,115.295,3.500
prompt,126.051,5.000
face_075,131.051,1.962
q1_075,133.872,3.500
face_025,141.359,2.115
q1_025,144.179,3.500
face_050,153.192,3.038
q1_050,156.859,3.500
face_000,165.436,2.628
q1_000,169.051,3.500
face_100,173.269,3.397
q1_100,177.423,3.500
prompt,182.731,5.000
face_075,187.731,2.013
q1_075,190.705,3.500
face_100,202.551,3.090
q1_100,206.577,3.500
face_025,216.897,2.679
q1_025,220.179,3.500
face_000,224.615,2.833
q1_000,228.513,3.500
face_050,237.962,1.603
q1_050,240.885,3.500
prompt,250.551,5.000
face_025,255.551,1.654
q0_025,258.577,3.500
face_050,263.449,1.551
q0_050,266.269,3.500
face_075,277.679,3.192
q0_075,282.013,3.500
face_000,293.641,2.269
q0_000,296.410,3.500
face_100,304.551,3.244
q0_100,309.013,3.500
prompt,314.756,5.000
face_000,319.756,1.705
q1_000,322.628,3.500
face_025,326.628,2.577
q1_025,329.987,3.500
face_100,339.218,3.141
q1_100,343.244,3.500
face_075,350.949,1.859
q1_075,353.333,3.500
face_050,365.615,2.372
q1_050,368.564,3.500
prompt,379.103,5.000
face_025,384.103,1.756
q0_025,387.205,3.500
face_075,391.859,2.218
q0_075,394.885,3.500
face_000,400.410,3.449
q0_000,405.333,3.500
face_050,411.949,2.423
q0_050,414.923,3.500
face_100,426.987,2.936
q0_100,431.321,3.500
prompt,438.154,5.000
face_075,443.154,2.321
q1_075,446.974,3.500
face_050,452.064,1.808
q1_050,454.782,3.500
face_100,465.756,2.474
q1_100,469.526,3.500
face_000,475.705,2.526
q1_000,479.321,3.500
face_025,487.679,2.064
q1_025,490.756,3.500
prompt,497.808,5.000
face_075,502.808,3.346
q0_075,507.346,3.500
face_000,516.141,1.500
q0_000,518.885,3.500
face_025,528.769,1.910
q0_025,531.718,3.500
face_050,539.641,3.500
q0_050,543.821,3.500
face_100,555.013,2.167
q0_100,558.603,3.500
