event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,1.859
q0_075,63.282,3.500
face_025,67.500,1.756
q0_025,70.397,3.500
face_050,80.064,2.218
q0_050,82.885,3.500
face_000,92.115,2.064
q0_000,95.423,3.500
face_100,107.705,3.397
q0_100,111.603,3.500
prompt,123.449,5.000
face_025,128.449,3.141
q1_025,132.474,3.500
face_100,143.667,2.115
q1_100,146.872,3.500
face_000,158.936,2.167
q1_000,162.167,3.500
face_075,172.269,3.244
q1_075,176.628,3.500
face_050,185.423,2.526
q1_050,188.526,3.500
prompt,196.449,5.000
face_025,201.449,2.833
q1_025,205.064,3.500
face_100,215.603,3.090
q1_100,219.679,3.500
face_075,224.115,1.910
q1_075,226.679,3.500
face_050,231.551,1.603
q1_050,234.192,3.500
face_000,238.192,3.449
q1_000,242.936,3.500
prompt,251.949,5.000
face_050,256.949,1.705
q0_050,260.000,3.500
face_025,270.756,1.500
q0_025,273.013,3.500
face_100,280.718,3.500
q0_100,284.923,3.500
face_075,297.423,3.192
q0_075,301.167,3.500
face_000,307.346,2.885
q0_000,311.423,3.500
prompt,316.731,5.000
face_075,321.731,1.654
q0_075,324.115,3.500
face_050,329.641,2.782
q0_050,333.872,3.500
face_100,343.321,2.423
q0_100,346.372,3.500
face_025,357.346,2.269
q0_025,360.551,3.500
face_000,367.385,2.936
q0_000,371.718,3.500
prompt,376.808,5.000
face_050,381.808,2.679
q1_050,385.808,3.500
face_025,392.423,2.013
q1_025,395.346,3.500
face_100,405.667,3.295
q1_100,409.821,3.500
face_000,417.962,3.346
q1_000,422.141,3.500
face_075,433.551,1.551
q1_075,436.064,3.500
prompt,443.333,5.000
face_000,448.333,1.808
q0_000,451.154,3.500
face_100,458.205,3.038
q0_100,462.744,3.500
face_050,472.628,2.372
q0_050,476.167,3.500
face_025,484.526,2.577
q0_025,487.628,3.500
face_075,499.256,1.962
q0_075,501.897,3.500
prompt,506.551,5.000
face_000,511.551,2.731
q1_000,515.500,3.500
face_025,521.462,2.987
q1_025,525.923,3.500
face_075,531.667,2.321
q1_075,535.256,3.500
face_050,541.654,2.628
q1_050,545.654,3.500
face_100,553.141,2.474
q1_100,556.423,3.500
