event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,1.756
q0_000,62.897,3.500
face_025,73.654,3.192
q0_025,77.936,3.500
face_075,89.346,3.295
q0_075,93.859,3.500
face_050,102.872,2.526
q0_050,106.205,3.500
face_100,110.423,3.449
q0_100,114.628,3.500
prompt,121.679,5.000
face_050,126.679,3.141
q1_050,130.346,3.500
face_075,134.782,2.167
q1_075,137.654,3.500
face_100,146.231,2.731
q1_100,149.538,3.500
face_025,157.679,1.654
q1_025,159.885,3.500
face_000,165.846,2.064
q1_000,168.410,3.500
prompt,175.244,5.000
face_050,180.244,2.936
q0_050,183.910,3.500
face_025,193.359,1.705
q0_025,196.385,3.500
face_100,201.474,2.218
q0_100,204.987,3.500
face_000,214.218,2.679
q0_000,218.141,3.500
face_075,222.795,2.833
q0_075,226.256,3.500
prompt,234.179,5.000
face_075,239.179,1.808
q1_075,242.179,3.500
face_100,253.372,2.321
q1_100,256.577,3.500
face_000,262.756,1.859
q1_000,265.449,3.500
face_025,271.192,1.551
q1_025,273.910,3.500
face_050,280.308,2.013
q1_050,283.385,3.500
prompt,295.449,5.000
face_075,300.449,2.628
q0_075,304.474,3.500
face_025,315.449,3.397
q0_025,320.269,3.500
face_050,329.936,1.910
q0_050,332.885,3.500
face_000,340.154,2.987
q0_000,344.487,3.500
face_100,349.359,2.474
q0_100,353.205,3.500
prompt,365.051,5.000
face_000,370.051,2.423
q1_000,373.487,3.500
face_025,382.282,2.115
q1_025,385.179,3.500
face_100,392.667,2.885
q1_100,396.821,3.500
face_075,403.436,2.269
q1_075,407.154,3.500
face_050,417.256,1.603
q1_050,420.333,3.500
prompt,430.218,5.000
face_100,435.218,3.346
q1_100,439.526,3.500
face_000,451.154,3.038
q1_000,455.103,3.500
face_050,465.641,2.782
q1_050,469.103,3.500
face_025,474.410,3.500
q1_025,479.026,3.500
face_075,491.308,2.577
q1_075,494.744,3.500
prompt,498.744,5.000
face_025,503.744,1.962
q0_025,506.641,3.500
face_050,515.000,2.372
q0_050,518.872,3.500
face_100,531.372,3.244
q0_100,535.603,3.500
face_000,543.308,3.090
q0_000,547.051,3.500
face_075,557.372,1.500
q0_075,559.474,3.500
