event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,1.603
q1_000,62.103,3.500
face_100,67.846,2.167
q1_100,71.154,3.500
face_075,82.128,3.449
q1_075,86.692,3.500
face_025,91.346,1.859
q1_025,93.756,3.500
face_050,101.462,2.474
q1_050,105.205,3.500
prompt,113.346,5.000
face_075,118.346,3.038
q0_075,122.218,3.500
face_025,132.321,1.910
q0_025,135.090,3.500
face_100,141.923,3.295
q0_100,146.026,3.500
face_000,153.949,1.808
q0_000,156.282,3.500
face_050,165.295,1.962
q0_050,168.551,3.500
prompt,175.603,5.000
face_075,180.603,1.551
q1_075,182.910,3.500
face_050,188.000,2.936
q1_050,191.538,3.500
face_000,202.949,2.372
q1_000,206.256,3.500
face_025,217.013,1.705
q1_025,220.218,3.500
face_100,231.846,2.679
q1_100,235.308,3.500
prompt,239.308,5.000
face_050,244.308,2.218
q0_050,247.923,3.500
face_075,260.423,2.526
q0_075,263.833,3.500
face_000,270.231,3.090
q0_000,274.385,3.500
face_100,278.603,2.833
q0_100,282.910,3.500
face_025,287.346,2.885
q0_025,291.141,3.500
prompt,298.628,5.000
face_050,303.628,2.269
q0_050,307.090,3.500
face_075,313.051,3.500
q0_075,317.564,3.500
face_000,323.090,3.192
q0_000,327.603,3.500
face_025,339.449,2.731
q0_025,343.218,3.500
face_100,355.282,2.321
q0_100,358.590,3.500
prompt,366.949,5.000
face_025,371.949,2.628
q1_025,375.256,3.500
face_000,381.436,2.064
q1_000,384.667,3.500
face_075,391.282,3.244
q1_075,395.744,3.500
face_100,405.192,3.141
q1_100,408.910,3.500
face_050,416.179,1.654
q1_050,419.282,3.500
prompt,424.590,5.000
face_100,429.590,2.577
q0_100,432.897,3.500
face_050,441.692,2.987
q0_050,445.308,3.500
face_025,457.590,3.397
q0_025,462.231,3.500
face_000,467.103,1.756
q0_000,470.231,3.500
face_075,481.423,1.500
q0_075,484.013,3.500
prompt,494.333,5.000
face_100,499.333,3.346
q1_100,503.385,3.500
face_050,513.923,2.423
q1_050,517.000,3.500
face_075,526.667,2.782
q1_075,530.872,3.500
face_000,539.449,2.115
q1_000,542.910,3.500
face_025,552.141,2.013
q1_025,555.115,3.500
