event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,2.885
q1_025,64.154,3.500
face_100,74.474,3.192
q1_100,78.603,3.500
face_075,90.231,2.474
q1_075,94.026,3.500
face_000,99.551,1.808
q1_000,102.038,3.500
face_050,108.654,2.936
q1_050,113.090,3.500
prompt,119.487,5.000
face_075,124.487,2.321
q0_075,127.872,3.500
face_050,132.308,2.731
q0_050,136.385,3.500
face_100,144.308,2.679
q0_100,147.897,3.500
face_025,159.308,1.551
q0_025,161.744,3.500
face_000,171.192,2.628
q0_000,174.987,3.500
prompt,187.269,5.000
face_050,192.269,2.269
q0_050,195.064,3.500
face_100,204.077,3.090
q0_100,208.308,3.500
face_025,220.372,3.346
q0_025,224.346,3.500
face_075,230.090,3.397
q0_075,234.679,3.500
face_000,242.821,1.705
q0_000,245.103,3.500
prompt,249.756,5.000
face_100,254.756,3.038
q1_100,259.090,3.500
face_050,267.449,1.500
q1_050,269.603,3.500
face_075,282.103,1.654
q1_075,284.744,3.500
face_000,294.628,3.141
q1_000,298.808,3.500
face_025,303.897,1.859
q1_025,307.154,3.500
prompt,311.154,5.000
face_050,316.154,2.167
q0_050,319.795,3.500
face_075,331.641,3.295
q0_075,335.744,3.500
face_025,346.282,1.756
q0_025,349.000,3.500
face_100,355.833,2.833
q0_100,359.910,3.500
face_000,366.962,2.987
q0_000,371.064,3.500
prompt,381.167,5.000
face_075,386.167,3.449
q1_075,390.397,3.500
face_050,399.192,2.372
q1_050,402.987,3.500
face_000,412.218,2.218
q1_000,414.987,3.500
face_025,422.692,2.423
q1_025,425.872,3.500
face_100,433.141,2.577
q1_100,436.218,3.500
prompt,447.192,5.000
face_050,452.192,3.500
q0_050,456.782,3.500
face_025,466.449,3.244
q0_025,470.397,3.500
face_075,476.577,2.782
q0_075,480.577,3.500
face_000,486.538,2.526
q0_000,489.897,3.500
face_100,498.474,1.603
q0_100,500.936,3.500
prompt,512.128,5.000
face_025,517.128,2.115
q1_025,520.256,3.500
face_100,524.474,1.962
q1_100,527.038,3.500
face_075,532.346,1.910
q1_075,535.628,3.500
face_000,546.385,2.013
q1_000,549.128,3.500
face_050,556.615,2.064
q1_050,560.128,3.500
