event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,1.808
q1_025,62.718,3.500
face_050,70.641,2.423
q1_050,74.564,3.500
face_075,87.064,2.628
q1_075,90.423,3.500
face_100,99.654,1.705
q1_100,102.474,3.500
face_000,109.962,3.449
q1_000,114.346,3.500
prompt,120.090,5.000
face_075,125.090,2.372
q0_075,128.038,3.500
face_100,136.397,2.833
q0_100,139.910,3.500
face_000,151.103,2.526
q0_000,154.385,3.500
face_025,158.385,3.038
q0_025,162.769,3.500
face_050,173.744,3.244
q0_050,178.154,3.500
prompt,184.333,5.000
face_100,189.333,3.295
q1_100,193.333,3.500
face_050,205.615,2.885
q1_050,209.051,3.500
face_025,218.500,1.603
q1_025,220.731,3.500
face_000,232.795,1.551
q1_000,235.231,3.500
face_075,240.321,2.115
q1_075,243.679,3.500
prompt,252.256,5.000
face_025,257.256,2.936
q0_025,261.667,3.500
face_000,268.282,2.064
q0_000,270.846,3.500
face_100,278.987,1.859
q0_100,281.885,3.500
face_050,292.423,3.141
q0_050,296.885,3.500
face_075,304.154,3.090
q0_075,308.103,3.500
prompt,318.205,5.000
face_075,323.205,2.987
q0_075,327.282,3.500
face_000,339.128,2.679
q0_000,342.410,3.500
face_100,348.808,2.167
q0_100,352.269,3.500
face_050,361.282,3.192
q0_050,365.667,3.500
face_025,377.295,2.013
q0_025,380.577,3.500
prompt,385.013,5.000
face_075,390.013,2.321
q1_075,393.756,3.500
face_025,398.410,1.962
q1_025,401.436,3.500
face_050,410.231,1.500
q1_050,412.513,3.500
face_100,422.179,2.474
q1_100,425.872,3.500
face_000,431.833,2.269
q1_000,435.500,3.500
prompt,442.333,5.000
face_100,447.333,2.218
q0_100,451.000,3.500
face_050,461.321,2.782
q0_050,464.756,3.500
face_025,472.462,2.577
q0_025,475.564,3.500
face_075,486.974,2.731
q0_075,490.667,3.500
face_000,496.192,1.654
q0_000,498.654,3.500
prompt,509.410,5.000
face_000,514.410,3.397
q1_000,519.179,3.500
face_075,524.487,1.910
q1_075,527.231,3.500
face_025,534.282,3.346
q1_025,538.641,3.500
face_050,548.526,1.756
q1_050,551.423,3.500
face_100,555.641,3.500
q1_100,560.128,3.500
