event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,1.654
q0_050,62.641,3.500
face_025,72.526,2.731
q0_025,76.705,3.500
face_075,82.013,2.628
q0_075,85.474,3.500
face_100,97.103,2.218
q0_100,100.487,3.500
face_000,106.449,2.885
q0_000,109.859,3.500
prompt,118.000,5.000
face_075,123.000,2.679
q1_075,126.487,3.500
face_100,135.282,3.295
q1_100,139.667,3.500
face_050,147.154,2.936
q1_050,151.513,3.500
face_025,157.692,3.346
q1_025,161.949,3.500
face_000,170.962,1.859
q1_000,174.013,3.500
prompt,185.423,5.000
face_100,190.423,1.756
q0_100,193.423,3.500
face_075,197.641,1.705
q0_075,200.077,3.500
face_000,211.923,1.603
q0_000,214.205,3.500
face_025,219.295,2.167
q0_025,222.346,3.500
face_050,228.962,1.910
q0_050,232.167,3.500
prompt,239.436,5.000
face_000,244.436,2.987
q1_000,248.769,3.500
face_050,258.218,2.064
q1_050,260.885,3.500
face_025,270.115,2.269
q1_025,273.090,3.500
face_100,277.090,3.090
q1_100,281.654,3.500
face_075,293.936,2.115
q1_075,297.090,3.500
prompt,308.282,5.000
face_050,313.282,1.551
q0_050,315.615,3.500
face_025,320.051,2.013
q0_025,323.462,3.500
face_000,335.962,2.833
q0_000,339.808,3.500
face_075,350.128,3.038
q0_075,353.718,3.500
face_100,364.474,2.577
q0_100,367.808,3.500
prompt,373.333,5.000
face_050,378.333,1.500
q1_050,381.154,3.500
face_100,393.218,2.372
q1_100,396.859,3.500
face_025,403.910,2.782
q1_025,407.551,3.500
face_000,417.218,2.526
q1_000,420.397,3.500
face_075,425.269,1.808
q1_075,428.013,3.500
prompt,436.372,5.000
face_050,441.372,3.192
q1_050,445.064,3.500
face_025,453.641,2.474
q1_025,456.744,3.500
face_075,463.577,3.141
q1_075,467.833,3.500
face_000,475.538,3.449
q1_000,479.564,3.500
face_100,487.487,3.397
q1_100,492.026,3.500
prompt,496.679,5.000
face_025,501.679,3.500
q0_025,506.551,3.500
face_050,517.526,2.423
q0_050,521.167,3.500
face_100,527.564,2.321
q0_100,530.846,3.500
face_075,541.385,3.244
q0_075,545.692,3.500
face_000,551.436,1.962
q0_000,554.897,3.500
