event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,1.705
q0_000,62.821,3.500
face_100,73.795,3.397
q0_100,77.872,3.500
face_025,86.885,1.859
q0_025,89.449,3.500
face_075,98.897,3.038
q0_075,102.923,3.500
face_050,108.231,3.295
q0_050,112.436,3.500
prompt,121.231,5.000
face_100,126.231,3.192
q1_100,130.513,3.500
face_000,141.705,3.346
q1_000,145.654,3.500
face_025,153.141,2.474
q1_025,156.423,3.500
face_075,168.923,1.962
q1_075,172.026,3.500
face_050,180.385,2.833
q1_050,183.718,3.500
prompt,188.808,5.000
face_050,193.808,2.269
q1_050,197.141,3.500
face_075,201.141,2.679
q1_075,205.244,3.500
face_100,213.821,3.090
q1_100,218.256,3.500
face_025,222.910,2.218
q1_025,226.628,3.500
face_000,236.295,2.372
q1_000,239.833,3.500
prompt,249.064,5.000
face_025,254.064,1.654
q0_025,256.654,3.500
face_075,261.526,1.808
q0_075,263.910,3.500
face_100,274.231,2.321
q0_100,277.949,3.500
face_000,287.833,2.064
q0_000,291.218,3.500
face_050,298.051,3.141
q0_050,301.923,3.500
prompt,307.449,5.000
face_025,312.449,2.731
q1_025,316.397,3.500
face_050,326.936,1.910
q1_050,330.038,3.500
face_100,334.256,3.449
q1_100,338.564,3.500
face_000,344.962,2.885
q1_000,348.628,3.500
face_075,355.679,2.936
q1_075,359.372,3.500
prompt,365.333,5.000
face_050,370.333,3.500
q0_050,374.359,3.500
face_025,380.538,2.577
q0_025,384.077,3.500
face_075,395.705,2.115
q0_075,398.372,3.500
face_100,410.654,2.167
q0_100,414.269,3.500
face_000,418.705,1.603
q0_000,420.962,3.500
prompt,428.885,5.000
face_000,433.885,1.500
q0_000,436.423,3.500
face_025,448.269,1.756
q0_025,451.295,3.500
face_075,458.564,2.782
q0_075,461.974,3.500
face_050,473.385,2.628
q0_050,476.846,3.500
face_100,487.603,1.551
q0_100,490.526,3.500
prompt,502.590,5.000
face_100,507.590,2.526
q1_100,511.590,3.500
face_000,518.205,2.987
q1_000,522.487,3.500
face_050,530.192,2.423
q1_050,533.628,3.500
face_025,539.372,3.244
q1_025,543.500,3.500
face_075,553.603,2.013
q1_075,556.859,3.500
