event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,1.654
q1_000,62.462,3.500
face_025,71.910,1.603
q1_025,74.474,3.500
face_075,84.795,3.449
q1_075,89.538,3.500
face_100,95.282,1.551
q1_100,98.333,3.500
face_050,106.256,2.013
q1_050,108.872,3.500
prompt,120.500,5.000
face_075,125.500,1.808
q0_075,128.577,3.500
face_025,137.808,3.346
q0_025,142.192,3.500
face_050,152.949,3.038
q0_050,157.308,3.500
face_000,167.410,2.064
q0_000,170.718,3.500
face_100,174.718,2.372
q0_100,178.282,3.500
prompt,184.679,5.000
face_050,189.679,1.859
q1_050,192.192,3.500
face_025,196.846,1.910
q1_025,199.974,3.500
face_000,207.026,3.397
q1_000,211.846,3.500
face_075,220.859,3.090
q1_075,224.782,3.500
face_100,235.974,2.321
q1_100,238.923,3.500
prompt,244.013,5.000
face_025,249.013,2.782
q0_025,252.474,3.500
face_050,261.269,1.756
q0_050,263.885,3.500
face_000,271.372,3.295
q0_000,275.244,3.500
face_075,286.654,2.423
q0_075,289.782,3.500
face_100,298.359,1.705
q0_100,301.205,3.500
prompt,312.179,5.000
face_100,317.179,3.141
q1_100,320.846,3.500
face_075,330.731,2.628
q1_075,333.910,3.500
face_025,339.218,2.731
q1_025,343.115,3.500
face_000,348.641,2.577
q1_000,352.667,3.500
face_050,359.282,3.192
q1_050,363.846,3.500
prompt,374.385,5.000
face_100,379.385,2.679
q0_100,382.846,3.500
face_050,394.910,2.936
q0_050,398.603,3.500
face_075,406.744,2.167
q0_075,410.308,3.500
face_000,416.269,3.244
q0_000,420.449,3.500
face_025,432.949,2.833
q0_025,436.897,3.500
prompt,441.769,5.000
face_100,446.769,2.269
q0_100,449.538,3.500
face_050,456.372,2.526
q0_050,460.372,3.500
face_000,467.641,2.115
q0_000,470.846,3.500
face_075,475.064,2.474
q0_075,478.423,3.500
face_025,490.705,1.500
q0_025,493.192,3.500
prompt,500.897,5.000
face_050,505.897,2.885
q1_050,509.846,3.500
face_025,514.282,3.500
q1_025,519.128,3.500
face_075,525.308,2.987
q1_075,529.205,3.500
face_100,541.051,2.218
q1_100,544.282,3.500
face_000,553.949,1.962
q1_000,556.641,3.500
