event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,2.167
q1_000,63.308,3.500
face_025,75.590,1.910
q1_025,78.872,3.500
face_075,83.090,2.782
q1_075,87.115,3.500
face_100,94.167,1.859
q1_100,97.500,3.500
face_050,106.731,2.987
q1_050,110.551,3.500
prompt,118.474,5.000
face_025,123.474,2.269
q0_025,126.859,3.500
face_100,134.128,2.731
q0_100,138.205,3.500
face_000,148.744,3.244
q0_000,153.154,3.500
face_050,158.244,3.141
q0_050,162.679,3.500
face_075,169.513,2.372
q0_075,172.487,3.500
prompt,178.449,5.000
face_050,183.449,2.321
q1_050,187.218,3.500
face_075,195.359,1.654
q1_075,197.692,3.500
face_000,208.667,2.474
q1_000,212.077,3.500
face_025,218.474,2.679
q1_025,222.115,3.500
face_100,232.218,2.833
q1_100,236.321,3.500
prompt,242.500,5.000
face_050,247.500,3.295
q0_050,251.526,3.500
face_000,261.192,2.423
q0_000,264.936,3.500
face_075,272.641,1.500
q0_075,274.667,3.500
face_100,286.295,2.064
q0_100,289.449,3.500
face_025,300.205,3.038
q0_025,304.051,3.500
prompt,314.372,5.000
face_000,319.372,2.526
q1_000,322.679,3.500
face_025,333.872,3.449
q1_025,338.718,3.500
face_050,351.218,2.936
q1_050,354.705,3.500
face_100,358.705,2.628
q1_100,362.218,3.500
face_075,374.064,2.218
q1_075,376.910,3.500
prompt,381.782,5.000
face_025,386.782,1.808
q0_025,389.167,3.500
face_100,396.654,2.115
q0_100,399.833,3.500
face_050,408.846,3.397
q0_050,412.897,3.500
face_075,421.256,1.756
q0_075,424.513,3.500
face_000,435.923,2.577
q0_000,439.538,3.500
prompt,448.333,5.000
face_000,453.333,1.705
q1_000,455.538,3.500
face_100,465.423,1.962
q1_100,468.808,3.500
face_050,474.115,3.192
q1_050,478.064,3.500
face_025,487.513,1.551
q1_025,489.923,3.500
face_075,495.667,3.090
q1_075,499.949,3.500
prompt,504.385,5.000
face_075,509.385,2.013
q0_075,512.308,3.500
face_025,517.833,3.500
q0_025,522.346,3.500
face_050,534.410,2.885
q0_050,538.000,3.500
face_100,542.654,1.603
q0_100,545.244,3.500
face_000,551.859,3.346
q0_000,556.423,3.500
