-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     6.75
  2 (control)    19.95     4.00     3.25
  0 (direct)     27.20     4.00     2.75
  1 (profile)    33.95     4.00     3.50
  1 (profile)    41.45     4.00     6.25
  2 (control)    51.70     4.00     6.75
  1 (profile)    62.45     4.00     2.25
  2 (control)    68.70     4.00     6.50
  1 (profile)    79.20     4.00     3.75
  1 (profile)    86.95     4.00     1.25
  0 (direct)     92.20     4.00     4.25
  2 (control)   100.45     4.00     5.25
  0 (direct)    109.70     4.00     7.00
  1 (profile)   120.70     4.00     1.75
  1 (profile)   126.45     4.00     7.00
  2 (control)   137.45     4.00     5.75
  2 (control)   147.20     4.00     1.00
  2 (control)   152.20     4.00     4.75
  0 (direct)    160.95     4.00     5.25
  1 (profile)   170.20     4.00     5.00
  0 (direct)    179.20     4.00     5.50
  0 (direct)    188.70     4.00     1.75
  2 (control)   194.45     4.00     2.75
  0 (direct)    201.20     4.00     6.25
  1 (profile)   211.45     4.00     3.00
  1 (profile)   218.45     4.00     3.50
  1 (profile)   225.95     4.00     3.75
  0 (direct)    233.70     4.00     4.25
  2 (control)   241.95     4.00     4.50
  1 (profile)   250.45     4.00     1.00
  2 (control)   255.45     4.00     3.00
  2 (control)   262.45     4.00     5.00
  0 (direct)    271.45     4.00     1.50
  1 (profile)   276.95     4.00     2.25
  0 (direct)    283.20     4.00     1.50
  0 (direct)    288.70     4.00     5.75
  2 (control)   298.45     4.00     6.50
  0 (direct)    308.95     4.00     2.00
  2 (control)   314.95     4.00     2.50
  2 (control)   321.45     4.00     6.00
  0 (direct)    331.45     4.00     1.25
  0 (direct)    336.70     4.00     4.50
  1 (profile)   345.20     4.00     2.50
  2 (control)   351.70     4.00     5.50
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     3.50
  0 (direct)     16.70     4.00     1.25
  1 (profile)    21.95     4.00     2.00
  1 (profile)    27.95     4.00     3.50
  2 (control)    35.45     4.00     4.75
  0 (direct)     44.20     4.00     1.50
  1 (profile)    49.70     4.00     6.50
  0 (direct)     60.20     4.00     7.00
  2 (control)    71.20     4.00     1.25
  0 (direct)     76.45     4.00     1.50
  0 (direct)     81.95     4.00     6.75
  0 (direct)     92.70     4.00     6.50
  1 (profile)   103.20     4.00     2.50
  1 (profile)   109.70     4.00     6.00
  2 (control)   119.70     4.00     5.00
  1 (profile)   128.70     4.00     6.25
  0 (direct)    138.95     4.00     6.75
  2 (control)   149.70     4.00     3.00
  1 (profile)   156.70     4.00     2.75
  2 (control)   163.45     4.00     5.50
  1 (profile)   172.95     4.00     3.25
  1 (profile)   180.20     4.00     1.75
  1 (profile)   185.95     4.00     3.00
  2 (control)   192.95     4.00     2.25
  2 (control)   199.20     4.00     5.75
  2 (control)   208.95     4.00     5.00
  0 (direct)    217.95     4.00     2.75
  0 (direct)    224.70     4.00     1.75
  2 (control)   230.45     4.00     4.50
  2 (control)   238.95     4.00     5.50
  2 (control)   248.45     4.00     3.75
  0 (direct)    256.20     4.00     4.25
  1 (profile)   264.45     4.00     4.25
  1 (profile)   272.70     4.00     3.75
  1 (profile)   280.45     4.00     5.25
  0 (direct)    289.70     4.00     2.50
  0 (direct)    296.20     4.00     7.00
  1 (profile)   307.20     4.00     6.25
  0 (direct)    317.45     4.00     5.25
  1 (profile)   326.70     4.00     5.75
  2 (control)   336.45     4.00     1.00
  2 (control)   341.45     4.00     1.00
  0 (direct)    346.45     4.00     2.25
  2 (control)   352.70     4.00     4.50
  2 (control)   361.20     4.00     0.00

