-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     3.25
  0 (direct)     16.45     4.00     3.50
  0 (direct)     23.95     4.00     2.50
  2 (control)    30.45     4.00     7.00
  0 (direct)     41.45     4.00     3.75
  1 (profile)    49.20     4.00     2.75
  1 (profile)    55.95     4.00     5.25
  0 (direct)     65.20     4.00     5.00
  2 (control)    74.20     4.00     4.50
  2 (control)    82.70     4.00     2.25
  2 (control)    88.95     4.00     7.00
  0 (direct)     99.95     4.00     4.25
  0 (direct)    108.20     4.00     5.00
  1 (profile)   117.20     4.00     1.25
  1 (profile)   122.45     4.00     5.75
  2 (control)   132.20     4.00     6.50
  2 (control)   142.70     4.00     3.00
  1 (profile)   149.70     4.00     5.50
  2 (control)   159.20     4.00     3.50
  2 (control)   166.70     4.00     1.50
  2 (control)   172.20     4.00     4.75
  0 (direct)    180.95     4.00     2.25
  0 (direct)    187.20     4.00     6.25
  1 (profile)   197.45     4.00     3.75
  2 (control)   205.20     4.00     1.75
  2 (control)   210.95     4.00     2.75
  0 (direct)    217.70     4.00     6.75
  1 (profile)   228.45     4.00     4.50
  0 (direct)    236.95     4.00     4.25
  2 (control)   245.20     4.00     6.25
  0 (direct)    255.45     4.00     1.50
  1 (profile)   260.95     4.00     1.75
  1 (profile)   266.70     4.00     1.25
  1 (profile)   271.95     4.00     1.00
  0 (direct)    276.95     4.00     2.50
  1 (profile)   283.45     4.00     6.00
  1 (profile)   293.45     4.00     5.25
  0 (direct)    302.70     4.00     6.50
  2 (control)   313.20     4.00     1.00
  2 (control)   318.20     4.00     6.75
  1 (profile)   328.95     4.00     5.50
  0 (direct)    338.45     4.00     2.00
  2 (control)   344.45     4.00     5.75
  0 (direct)    354.20     4.00     3.00
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.75
  0 (direct)     14.95     4.00     2.00
  1 (profile)    20.95     4.00     2.75
  0 (direct)     27.70     4.00     1.50
  1 (profile)    33.20     4.00     2.75
  0 (direct)     39.95     4.00     6.00
  2 (control)    49.95     4.00     2.50
  0 (direct)     56.45     4.00     4.25
  0 (direct)     64.70     4.00     6.75
  0 (direct)     75.45     4.00     3.00
  2 (control)    82.45     4.00     7.00
  2 (control)    93.45     4.00     5.75
  2 (control)   103.20     4.00     4.50
  0 (direct)    111.70     4.00     6.25
  2 (control)   121.95     4.00     6.25
  2 (control)   132.20     4.00     2.50
  2 (control)   138.70     4.00     4.75
  1 (profile)   147.45     4.00     1.25
  1 (profile)   152.70     4.00     5.00
  1 (profile)   161.70     4.00     3.25
  0 (direct)    168.95     4.00     1.25
  1 (profile)   174.20     4.00     3.75
  1 (profile)   181.95     4.00     5.50
  1 (profile)   191.45     4.00     3.50
  2 (control)   198.95     4.00     3.00
  2 (control)   205.95     4.00     2.25
  1 (profile)   212.20     4.00     5.25
  1 (profile)   221.45     4.00     6.50
  0 (direct)    231.95     4.00     5.25
  2 (control)   241.20     4.00     3.50
  0 (direct)    248.70     4.00     3.75
  1 (profile)   256.45     4.00     5.50
  2 (control)   265.95     4.00     1.75
  1 (profile)   271.70     4.00     6.50
  0 (direct)    282.20     4.00     1.00
  0 (direct)    287.20     4.00     5.75
  2 (control)   296.95     4.00     5.00
  1 (profile)   305.95     4.00     1.50
  0 (direct)    311.45     4.00     2.25
  1 (profile)   317.70     4.00     6.75
  2 (control)   328.45     4.00     4.50
  2 (control)   336.95     4.00     4.25
  1 (profile)   345.20     4.00     7.00
  0 (direct)    356.20     4.00     1.00
  2 (control)   361.20     4.00     0.00

