-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.50
  0 (direct)     14.70     4.00     3.50
  0 (direct)     22.20     4.00     1.75
  1 (profile)    27.95     4.00     3.75
  0 (direct)     35.70     4.00     3.75
  1 (profile)    43.45     4.00     1.75
  0 (direct)     49.20     4.00     6.25
  2 (control)    59.45     4.00     7.00
  2 (control)    70.45     4.00     3.50
  1 (profile)    77.95     4.00     3.25
  2 (control)    85.20     4.00     5.50
  2 (control)    94.70     4.00     1.25
  1 (profile)    99.95     4.00     4.25
  0 (direct)    108.20     4.00     2.75
  1 (profile)   114.95     4.00     5.25
  0 (direct)    124.20     4.00     2.50
  0 (direct)    130.70     4.00     2.25
  1 (profile)   136.95     4.00     5.00
  1 (profile)   145.95     4.00     4.50
  2 (control)   154.45     4.00     2.50
  2 (control)   160.95     4.00     5.75
  2 (control)   170.70     4.00     6.75
  1 (profile)   181.45     4.00     1.50
  0 (direct)    186.95     4.00     7.00
  0 (direct)    197.95     4.00     5.00
  2 (control)   206.95     4.00     6.50
  0 (direct)    217.45     4.00     4.75
  2 (control)   226.20     4.00     3.00
  0 (direct)    233.20     4.00     2.00
  2 (control)   239.20     4.00     3.00
  1 (profile)   246.20     4.00     1.00
  1 (profile)   251.20     4.00     5.50
  2 (control)   260.70     4.00     5.25
  1 (profile)   269.95     4.00     1.25
  1 (profile)   275.20     4.00     6.00
  0 (direct)    285.20     4.00     5.75
  0 (direct)    294.95     4.00     2.25
  2 (control)   301.20     4.00     6.25
  0 (direct)    311.45     4.00     2.75
  2 (control)   318.20     4.00     6.75
  2 (control)   328.95     4.00     4.25
  0 (direct)    337.20     4.00     4.50
  2 (control)   345.70     4.00     1.00
  1 (profile)   350.70     4.00     6.50
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.50
  0 (direct)     14.70     4.00     4.25
  0 (direct)     22.95     4.00     4.50
  2 (control)    31.45     4.00     1.25
  0 (direct)     36.70     4.00     1.00
  2 (control)    41.70     4.00     3.50
  1 (profile)    49.20     4.00     3.00
  0 (direct)     56.20     4.00     1.00
  2 (control)    61.20     4.00     2.50
  0 (direct)     67.70     4.00     4.50
  1 (profile)    76.20     4.00     3.50
  2 (control)    83.70     4.00     5.00
  2 (control)    92.70     4.00     6.25
  2 (control)   102.95     4.00     7.00
  0 (direct)    113.95     4.00     6.50
  1 (profile)   124.45     4.00     2.75
  1 (profile)   131.20     4.00     7.00
  1 (profile)   142.20     4.00     5.00
  0 (direct)    151.20     4.00     1.75
  0 (direct)    156.95     4.00     5.75
  1 (profile)   166.70     4.00     2.25
  2 (control)   172.95     4.00     3.75
  0 (direct)    180.70     4.00     1.75
  0 (direct)    186.45     4.00     5.50
  1 (profile)   195.95     4.00     4.75
  1 (profile)   204.70     4.00     2.00
  2 (control)   210.70     4.00     1.25
  2 (control)   215.95     4.00     6.25
  2 (control)   226.20     4.00     5.50
  1 (profile)   235.70     4.00     6.75
  2 (control)   246.45     4.00     4.25
  1 (profile)   254.70     4.00     5.25
  0 (direct)    263.95     4.00     5.75
  2 (control)   273.70     4.00     3.75
  2 (control)   281.45     4.00     1.50
  0 (direct)    286.95     4.00     3.25
  1 (profile)   294.20     4.00     5.25
  2 (control)   303.45     4.00     2.25
  0 (direct)    309.70     4.00     2.75
  1 (profile)   316.45     4.00     6.00
  1 (profile)   326.45     4.00     6.50
  1 (profile)   336.95     4.00     3.00
  2 (control)   343.95     4.00     2.50
  0 (direct)    350.45     4.00     6.75
  1 (profile)   361.20     4.00     0.00

