-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     4.25
  2 (control)    17.45     4.00     3.75
  1 (profile)    25.20     4.00     1.50
  1 (profile)    30.70     4.00     1.50
  2 (control)    36.20     4.00     1.25
  0 (direct)     41.45     4.00     5.75
  2 (control)    51.20     4.00     2.25
  1 (profile)    57.45     4.00     2.25
  0 (direct)     63.70     4.00     1.75
  2 (control)    69.45     4.00     6.25
  1 (profile)    79.70     4.00     5.75
  0 (direct)     89.45     4.00     6.50
  0 (direct)     99.95     4.00     4.25
  0 (direct)    108.20     4.00     1.75
  1 (profile)   113.95     4.00     6.75
  2 (control)   124.70     4.00     3.75
  2 (control)   132.45     4.00     3.50
  0 (direct)    139.95     4.00     5.25
  0 (direct)    149.20     4.00     3.00
  1 (profile)   156.20     4.00     5.00
  1 (profile)   165.20     4.00     3.00
  1 (profile)   172.20     4.00     5.50
  0 (direct)    181.70     4.00     6.75
  2 (control)   192.45     4.00     2.50
  0 (direct)    198.95     4.00     5.50
  1 (profile)   208.45     4.00     3.25
  2 (control)   215.70     4.00     1.00
  0 (direct)    220.70     4.00     2.75
  2 (control)   227.45     4.00     4.50
  1 (profile)   235.95     4.00     1.00
  1 (profile)   240.95     4.00     5.00
  0 (direct)    249.95     4.00     4.50
  0 (direct)    258.45     4.00     6.00
  0 (direct)    268.45     4.00     2.75
  2 (control)   275.20     4.00     6.50
  1 (profile)   285.70     4.00     7.00
  2 (control)   296.70     4.00     2.50
  2 (control)   303.20     4.00     2.00
  1 (profile)   309.20     4.00     7.00
  1 (profile)   320.20     4.00     6.25
  2 (control)   330.45     4.00     1.25
  0 (direct)    335.70     4.00     4.75
  0 (direct)    344.45     4.00     5.25
  2 (control)   353.70     4.00     3.50
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.75
  1 (profile)    14.95     4.00     1.75
  2 (control)    20.70     4.00     2.25
  2 (control)    26.95     4.00     3.00
  0 (direct)     33.95     4.00     6.75
  2 (control)    44.70     4.00     2.25
  0 (direct)     50.95     4.00     1.25
  2 (control)    56.20     4.00     1.00
  0 (direct)     61.20     4.00     5.50
  0 (direct)     70.70     4.00     2.50
  1 (profile)    77.20     4.00     2.50
  2 (control)    83.70     4.00     3.50
  1 (profile)    91.20     4.00     4.50
  0 (direct)     99.70     4.00     3.75
  2 (control)   107.45     4.00     5.00
  1 (profile)   116.45     4.00     5.50
  0 (direct)    125.95     4.00     6.75
  0 (direct)    136.70     4.00     5.75
  1 (profile)   146.45     4.00     6.00
  0 (direct)    156.45     4.00     4.75
  0 (direct)    165.20     4.00     4.50
  2 (control)   173.70     4.00     2.75
  0 (direct)    180.45     4.00     6.50
  0 (direct)    190.95     4.00     3.75
  2 (control)   198.70     4.00     1.00
  2 (control)   203.70     4.00     5.75
  1 (profile)   213.45     4.00     1.50
  2 (control)   218.95     4.00     6.25
  2 (control)   229.20     4.00     3.25
  1 (profile)   236.45     4.00     5.25
  0 (direct)    245.70     4.00     7.00
  2 (control)   256.70     4.00     6.50
  1 (profile)   267.20     4.00     4.25
  1 (profile)   275.45     4.00     1.25
  1 (profile)   280.70     4.00     2.00
  0 (direct)    286.70     4.00     5.00
  0 (direct)    295.70     4.00     1.50
  0 (direct)    301.20     4.00     7.00
  1 (profile)   312.20     4.00     4.25
  1 (profile)   320.45     4.00     6.25
  1 (profile)   330.70     4.00     3.00
  2 (control)   337.70     4.00     3.50
  1 (profile)   345.20     4.00     2.75
  1 (profile)   351.95     4.00     5.25
  2 (control)   361.20     4.00     0.00

