-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.00
  1 (profile)    14.20     4.00     3.75
  1 (profile)    21.95     4.00     1.75
  1 (profile)    27.70     4.00     6.25
  2 (control)    37.95     4.00     5.50
  2 (control)    47.45     4.00     1.50
  2 (control)    52.95     4.00     5.00
  0 (direct)     61.95     4.00     7.00
  2 (control)    72.95     4.00     6.75
  0 (direct)     83.70     4.00     6.75
  0 (direct)     94.45     4.00     3.50
  1 (profile)   101.95     4.00     4.50
  2 (control)   110.45     4.00     6.50
  2 (control)   120.95     4.00     1.25
  1 (profile)   126.20     4.00     2.75
  2 (control)   132.95     4.00     5.25
  0 (direct)    142.20     4.00     5.50
  1 (profile)   151.70     4.00     4.50
  0 (direct)    160.20     4.00     6.25
  0 (direct)    170.45     4.00     1.50
  1 (profile)   175.95     4.00     5.75
  1 (profile)   185.70     4.00     3.00
  0 (direct)    192.70     4.00     2.75
  1 (profile)   199.45     4.00     4.25
  2 (control)   207.70     4.00     6.50
  0 (direct)    218.20     4.00     2.00
  0 (direct)    224.20     4.00     5.25
  2 (control)   233.45     4.00     2.25
  1 (profile)   239.70     4.00     1.00
  2 (control)   244.70     4.00     5.75
  0 (direct)    254.45     4.00     3.50
  2 (control)   261.95     4.00     2.25
  0 (direct)    268.20     4.00     7.00
  0 (direct)    279.20     4.00     5.00
  1 (profile)   288.20     4.00     3.75
  1 (profile)   295.95     4.00     1.25
  1 (profile)   301.20     4.00     2.50
  2 (control)   307.70     4.00     3.00
  1 (profile)   314.70     4.00     6.00
  0 (direct)    324.70     4.00     4.75
  1 (profile)   333.45     4.00     1.75
  0 (direct)    339.20     4.00     4.25
  0 (direct)    347.45     4.00     3.25
  2 (control)   354.70     4.00     2.50
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.25
  2 (control)    14.45     4.00     1.50
  1 (profile)    19.95     4.00     5.00
  1 (profile)    28.95     4.00     3.00
  2 (control)    35.95     4.00     2.25
  1 (profile)    42.20     4.00     6.75
  2 (control)    52.95     4.00     3.25
  0 (direct)     60.20     4.00     1.00
  0 (direct)     65.20     4.00     6.25
  0 (direct)     75.45     4.00     1.75
  2 (control)    81.20     4.00     6.50
  1 (profile)    91.70     4.00     5.00
  0 (direct)    100.70     4.00     1.25
  0 (direct)    105.95     4.00     5.75
  0 (direct)    115.70     4.00     5.25
  2 (control)   124.95     4.00     6.75
  0 (direct)    135.70     4.00     3.50
  1 (profile)   143.20     4.00     5.50
  2 (control)   152.70     4.00     4.50
  1 (profile)   161.20     4.00     4.25
  2 (control)   169.45     4.00     7.00
  1 (profile)   180.45     4.00     2.75
  2 (control)   187.20     4.00     5.75
  1 (profile)   196.95     4.00     6.50
  1 (profile)   207.45     4.00     2.25
  1 (profile)   213.70     4.00     6.25
  2 (control)   223.95     4.00     6.00
  0 (direct)    233.95     4.00     5.50
  0 (direct)    243.45     4.00     2.50
  1 (profile)   249.95     4.00     7.00
  2 (control)   260.95     4.00     3.75
  1 (profile)   268.70     4.00     4.50
  1 (profile)   277.20     4.00     2.00
  2 (control)   283.20     4.00     4.75
  0 (direct)    291.95     4.00     1.75
  2 (control)   297.70     4.00     2.75
  2 (control)   304.45     4.00     1.50
  1 (profile)   309.95     4.00     3.00
  0 (direct)    316.95     4.00     3.75
  0 (direct)    324.70     4.00     3.50
  0 (direct)    332.20     4.00     4.25
  1 (profile)   340.45     4.00     2.50
  0 (direct)    346.95     4.00     5.25
  2 (control)   356.20     4.00     1.00
  2 (control)   361.20     4.00     0.00

