-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.75
  2 (control)    14.95     4.00     5.25
  0 (direct)     24.20     4.00     3.00
  1 (profile)    31.20     4.00     6.00
  2 (control)    41.20     4.00     2.25
  1 (profile)    47.45     4.00     3.50
  0 (direct)     54.95     4.00     6.75
  2 (control)    65.70     4.00     1.75
  0 (direct)     71.45     4.00     4.25
  1 (profile)    79.70     4.00     1.25
  0 (direct)     84.95     4.00     6.50
  0 (direct)     95.45     4.00     3.75
  1 (profile)   103.20     4.00     7.00
  2 (control)   114.20     4.00     4.50
  0 (direct)    122.70     4.00     6.75
  0 (direct)    133.45     4.00     2.50
  2 (control)   139.95     4.00     3.75
  0 (direct)    147.70     4.00     1.50
  2 (control)   153.20     4.00     4.25
  1 (profile)   161.45     4.00     1.25
  1 (profile)   166.70     4.00     5.25
  2 (control)   175.95     4.00     5.50
  1 (profile)   185.45     4.00     6.25
  1 (profile)   195.70     4.00     1.00
  2 (control)   200.70     4.00     3.25
  0 (direct)    207.95     4.00     3.00
  2 (control)   214.95     4.00     1.50
  1 (profile)   220.45     4.00     7.00
  0 (direct)    231.45     4.00     2.25
  0 (direct)    237.70     4.00     2.50
  2 (control)   244.20     4.00     4.75
  0 (direct)    252.95     4.00     3.50
  1 (profile)   260.45     4.00     5.75
  1 (profile)   270.20     4.00     5.00
  0 (direct)    279.20     4.00     2.75
  1 (profile)   285.95     4.00     4.50
  0 (direct)    294.45     4.00     5.75
  2 (control)   304.20     4.00     2.00
  1 (profile)   310.20     4.00     6.25
  1 (profile)   320.45     4.00     5.00
  0 (direct)    329.45     4.00     2.75
  2 (control)   336.20     4.00     5.50
  2 (control)   345.70     4.00     6.50
  2 (control)   356.20     4.00     1.00
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     2.50
  0 (direct)     15.70     4.00     1.00
  1 (profile)    20.70     4.00     6.75
  1 (profile)    31.45     4.00     1.25
  2 (control)    36.70     4.00     6.50
  0 (direct)     47.20     4.00     2.75
  0 (direct)     53.95     4.00     3.50
  1 (profile)    61.45     4.00     5.25
  2 (control)    70.70     4.00     1.00
  2 (control)    75.70     4.00     6.00
  0 (direct)     85.70     4.00     5.75
  2 (control)    95.45     4.00     2.75
  2 (control)   102.20     4.00     1.50
  2 (control)   107.70     4.00     2.50
  0 (direct)    114.20     4.00     4.50
  1 (profile)   122.70     4.00     1.75
  1 (profile)   128.45     4.00     7.00
  2 (control)   139.45     4.00     4.50
  1 (profile)   147.95     4.00     7.00
  0 (direct)    158.95     4.00     4.75
  2 (control)   167.70     4.00     3.00
  1 (profile)   174.70     4.00     5.25
  2 (control)   183.95     4.00     3.25
  1 (profile)   191.20     4.00     5.00
  1 (profile)   200.20     4.00     5.75
  1 (profile)   209.95     4.00     6.50
  0 (direct)    220.45     4.00     3.75
  2 (control)   228.20     4.00     1.75
  0 (direct)    233.95     4.00     4.25
  0 (direct)    242.20     4.00     6.25
  2 (control)   252.45     4.00     3.00
  0 (direct)    259.45     4.00     2.00
  0 (direct)    265.45     4.00     2.25
  1 (profile)   271.70     4.00     1.50
  1 (profile)   277.20     4.00     3.75
  2 (control)   284.95     4.00     5.00
  0 (direct)    293.95     4.00     1.25
  2 (control)   299.20     4.00     6.75
  2 (control)   309.95     4.00     6.25
  1 (profile)   320.20     4.00     2.25
  1 (profile)   326.45     4.00     3.50
  0 (direct)    333.95     4.00     4.25
  1 (profile)   342.20     4.00     5.50
  0 (direct)    351.70     4.00     5.50
  0 (direct)    361.20     4.00     0.00

