-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     3.00
  2 (control)    16.20     4.00     1.25
  2 (control)    21.45     4.00     3.75
  0 (direct)     29.20     4.00     6.25
  1 (profile)    39.45     4.00     4.50
  0 (direct)     47.95     4.00     1.75
  0 (direct)     53.70     4.00     6.00
  2 (control)    63.70     4.00     7.00
  0 (direct)     74.70     4.00     1.00
  2 (control)    79.70     4.00     3.25
  2 (control)    86.95     4.00     5.00
  1 (profile)    95.95     4.00     2.00
  2 (control)   101.95     4.00     2.25
  1 (profile)   108.20     4.00     5.50
  0 (direct)    117.70     4.00     5.25
  2 (control)   126.95     4.00     6.50
  2 (control)   137.45     4.00     4.25
  1 (profile)   145.70     4.00     3.50
  2 (control)   153.20     4.00     6.75
  2 (control)   163.95     4.00     4.75
  0 (direct)    172.70     4.00     6.25
  2 (control)   182.95     4.00     7.00
  0 (direct)    193.95     4.00     1.25
  0 (direct)    199.20     4.00     4.25
  1 (profile)   207.45     4.00     4.50
  2 (control)   215.95     4.00     2.25
  0 (direct)    222.20     4.00     3.50
  2 (control)   229.70     4.00     6.75
  1 (profile)   240.45     4.00     1.50
  1 (profile)   245.95     4.00     2.75
  0 (direct)    252.70     4.00     3.75
  1 (profile)   260.45     4.00     5.75
  2 (control)   270.20     4.00     1.50
  1 (profile)   275.70     4.00     1.75
  0 (direct)    281.45     4.00     5.00
  1 (profile)   290.45     4.00     5.75
  0 (direct)    300.20     4.00     6.50
  2 (control)   310.70     4.00     3.00
  0 (direct)    317.70     4.00     2.50
  0 (direct)    324.20     4.00     2.75
  1 (profile)   330.95     4.00     2.50
  0 (direct)    337.45     4.00     1.00
  1 (profile)   342.45     4.00     5.50
  1 (profile)   351.95     4.00     5.25
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.75
  1 (profile)    14.95     4.00     3.75
  2 (control)    22.70     4.00     1.00
  2 (control)    27.70     4.00     1.50
  2 (control)    33.20     4.00     4.25
  0 (direct)     41.45     4.00     4.25
  2 (control)    49.70     4.00     3.25
  1 (profile)    56.95     4.00     4.75
  0 (direct)     65.70     4.00     6.00
  0 (direct)     75.70     4.00     5.50
  0 (direct)     85.20     4.00     3.00
  1 (profile)    92.20     4.00     6.25
  0 (direct)    102.45     4.00     2.75
  0 (direct)    109.20     4.00     1.25
  2 (control)   114.45     4.00     3.75
  1 (profile)   122.20     4.00     1.75
  1 (profile)   127.95     4.00     4.50
  0 (direct)    136.45     4.00     2.25
  2 (control)   142.70     4.00     6.50
  0 (direct)    153.20     4.00     5.00
  1 (profile)   162.20     4.00     1.00
  0 (direct)    167.20     4.00     2.25
  0 (direct)    173.45     4.00     2.00
  1 (profile)   179.45     4.00     6.25
  2 (control)   189.70     4.00     5.00
  0 (direct)    198.70     4.00     6.75
  0 (direct)    209.45     4.00     5.75
  1 (profile)   219.20     4.00     2.50
  1 (profile)   225.70     4.00     3.50
  0 (direct)    233.20     4.00     7.00
  1 (profile)   244.20     4.00     1.25
  1 (profile)   249.45     4.00     2.50
  2 (control)   255.95     4.00     5.25
  2 (control)   265.20     4.00     4.50
  0 (direct)    273.70     4.00     7.00
  2 (control)   284.70     4.00     5.75
  2 (control)   294.45     4.00     6.50
  2 (control)   304.95     4.00     2.75
  1 (profile)   311.70     4.00     3.00
  2 (control)   318.70     4.00     3.50
  2 (control)   326.20     4.00     5.50
  2 (control)   335.70     4.00     5.25
  1 (profile)   344.95     4.00     1.50
  0 (direct)    350.45     4.00     6.75
  1 (profile)   361.20     4.00     0.00

