-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.25
  2 (control)    14.45     4.00     5.50
  2 (control)    23.95     4.00     2.75
  2 (control)    30.70     4.00     6.25
  1 (profile)    40.95     4.00     3.50
  2 (control)    48.45     4.00     1.50
  0 (direct)     53.95     4.00     2.25
  0 (direct)     60.20     4.00     6.25
  0 (direct)     70.45     4.00     5.25
  1 (profile)    79.70     4.00     6.75
  1 (profile)    90.45     4.00     4.50
  1 (profile)    98.95     4.00     4.25
  0 (direct)    107.20     4.00     1.25
  2 (control)   112.45     4.00     4.25
  1 (profile)   120.70     4.00     1.75
  2 (control)   126.45     4.00     5.75
  2 (control)   136.20     4.00     5.75
  0 (direct)    145.95     4.00     6.50
  2 (control)   156.45     4.00     3.75
  2 (control)   164.20     4.00     5.25
  1 (profile)   173.45     4.00     6.75
  1 (profile)   184.20     4.00     2.75
  0 (direct)    190.95     4.00     2.25
  2 (control)   197.20     4.00     7.00
  0 (direct)    208.20     4.00     2.00
  0 (direct)    214.20     4.00     5.00
  0 (direct)    223.20     4.00     6.50
  1 (profile)   233.70     4.00     1.50
  1 (profile)   239.20     4.00     4.75
  1 (profile)   247.95     4.00     5.00
  0 (direct)    256.95     4.00     6.00
  1 (profile)   266.95     4.00     3.00
  0 (direct)    273.95     4.00     2.50
  2 (control)   280.45     4.00     4.50
  2 (control)   288.95     4.00     3.75
  1 (profile)   296.70     4.00     5.50
  0 (direct)    306.20     4.00     1.00
  0 (direct)    311.20     4.00     1.75
  0 (direct)    316.95     4.00     3.50
  2 (control)   324.45     4.00     3.25
  2 (control)   331.70     4.00     3.00
  1 (profile)   338.70     4.00     1.00
  1 (profile)   343.70     4.00     2.50
  2 (control)   350.20     4.00     7.00
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     4.75
  0 (direct)     17.95     4.00     5.00
  0 (direct)     26.95     4.00     4.50
  2 (control)    35.45     4.00     1.25
  2 (control)    40.70     4.00     5.50
  1 (profile)    50.20     4.00     1.25
  0 (direct)     55.45     4.00     3.25
  2 (control)    62.70     4.00     6.75
  2 (control)    73.45     4.00     5.75
  2 (control)    83.20     4.00     2.25
  1 (profile)    89.45     4.00     1.00
  1 (profile)    94.45     4.00     3.00
  2 (control)   101.45     4.00     5.50
  2 (control)   110.95     4.00     6.00
  0 (direct)    120.95     4.00     6.25
  0 (direct)    131.20     4.00     4.25
  1 (profile)   139.45     4.00     4.25
  1 (profile)   147.70     4.00     1.75
  0 (direct)    153.45     4.00     3.50
  0 (direct)    160.95     4.00     6.50
  1 (profile)   171.45     4.00     5.25
  0 (direct)    180.70     4.00     5.25
  1 (profile)   189.95     4.00     3.50
  2 (control)   197.45     4.00     4.50
  1 (profile)   205.95     4.00     1.50
  0 (direct)    211.45     4.00     3.00
  1 (profile)   218.45     4.00     7.00
  1 (profile)   229.45     4.00     1.75
  2 (control)   235.20     4.00     5.75
  2 (control)   244.95     4.00     3.75
  1 (profile)   252.70     4.00     2.50
  2 (control)   259.20     4.00     2.75
  1 (profile)   265.95     4.00     1.50
  2 (control)   271.45     4.00     7.00
  0 (direct)    282.45     4.00     3.75
  0 (direct)    290.20     4.00     2.50
  1 (profile)   296.70     4.00     2.00
  2 (control)   302.70     4.00     6.50
  1 (profile)   313.20     4.00     5.00
  0 (direct)    322.20     4.00     6.25
  0 (direct)    332.45     4.00     2.25
  0 (direct)    338.70     4.00     1.00
  1 (profile)   343.70     4.00     6.75
  0 (direct)    354.45     4.00     2.75
  2 (control)   361.20     4.00     0.00

