-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     3.00
  1 (profile)    16.20     4.00     1.00
  0 (direct)     21.20     4.00     3.50
  2 (control)    28.70     4.00     3.75
  2 (control)    36.45     4.00     4.50
  2 (control)    44.95     4.00     3.25
  0 (direct)     52.20     4.00     1.25
  0 (direct)     57.45     4.00     5.25
  0 (direct)     66.70     4.00     5.75
  2 (control)    76.45     4.00     1.75
  2 (control)    82.20     4.00     5.50
  2 (control)    91.70     4.00     3.00
  1 (profile)    98.70     4.00     5.50
  0 (direct)    108.20     4.00     3.75
  0 (direct)    115.95     4.00     5.25
  1 (profile)   125.20     4.00     4.25
  1 (profile)   133.45     4.00     3.50
  1 (profile)   140.95     4.00     2.25
  0 (direct)    147.20     4.00     6.75
  1 (profile)   157.95     4.00     2.00
  0 (direct)    163.95     4.00     2.50
  1 (profile)   170.45     4.00     7.00
  2 (control)   181.45     4.00     6.00
  0 (direct)    191.45     4.00     1.75
  1 (profile)   197.20     4.00     5.00
  2 (control)   206.20     4.00     6.75
  1 (profile)   216.95     4.00     1.00
  1 (profile)   221.95     4.00     2.25
  0 (direct)    228.20     4.00     4.25
  2 (control)   236.45     4.00     2.50
  0 (direct)    242.95     4.00     5.75
  1 (profile)   252.70     4.00     4.75
  2 (control)   261.45     4.00     1.50
  2 (control)   266.95     4.00     6.50
  2 (control)   277.45     4.00     2.75
  1 (profile)   284.20     4.00     2.75
  0 (direct)    290.95     4.00     7.00
  2 (control)   301.95     4.00     6.25
  0 (direct)    312.20     4.00     4.50
  0 (direct)    320.70     4.00     1.50
  1 (profile)   326.20     4.00     1.25
  1 (profile)   331.45     4.00     6.25
  2 (control)   341.70     4.00     5.00
  0 (direct)    350.70     4.00     6.50
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     2.00
  2 (control)    15.20     4.00     3.00
  2 (control)    22.20     4.00     1.50
  1 (profile)    27.70     4.00     4.25
  2 (control)    35.95     4.00     1.75
  2 (control)    41.70     4.00     4.75
  2 (control)    50.45     4.00     5.25
  0 (direct)     59.70     4.00     3.75
  1 (profile)    67.45     4.00     1.50
  0 (direct)     72.95     4.00     5.50
  1 (profile)    82.45     4.00     5.00
  0 (direct)     91.45     4.00     5.25
  2 (control)   100.70     4.00     3.50
  1 (profile)   108.20     4.00     6.25
  0 (direct)    118.45     4.00     1.25
  0 (direct)    123.70     4.00     6.75
  1 (profile)   134.45     4.00     2.50
  0 (direct)    140.95     4.00     5.00
  2 (control)   149.95     4.00     1.00
  1 (profile)   154.95     4.00     4.50
  2 (control)   163.45     4.00     1.75
  2 (control)   169.20     4.00     6.25
  1 (profile)   179.45     4.00     5.75
  1 (profile)   189.20     4.00     3.00
  0 (direct)    196.20     4.00     6.50
  0 (direct)    206.70     4.00     5.75
  1 (profile)   216.45     4.00     1.25
  2 (control)   221.70     4.00     3.50
  0 (direct)    229.20     4.00     7.00
  0 (direct)    240.20     4.00     7.00
  1 (profile)   251.20     4.00     1.00
  1 (profile)   256.20     4.00     3.25
  1 (profile)   263.45     4.00     2.25
  2 (control)   269.70     4.00     6.75
  0 (direct)    280.45     4.00     2.75
  2 (control)   287.20     4.00     3.75
  1 (profile)   294.95     4.00     4.25
  1 (profile)   303.20     4.00     6.00
  0 (direct)    313.20     4.00     2.25
  0 (direct)    319.45     4.00     2.50
  1 (profile)   325.95     4.00     2.75
  2 (control)   332.70     4.00     4.50
  0 (direct)    341.20     4.00     6.50
  2 (control)   351.70     4.00     5.50
  2 (control)   361.20     4.00     0.00

