-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     3.25
  0 (direct)     16.45     4.00     1.00
  0 (direct)     21.45     4.00     6.00
  2 (control)    31.45     4.00     1.00
  1 (profile)    36.45     4.00     4.50
  0 (direct)     44.95     4.00     2.50
  1 (profile)    51.45     4.00     2.75
  2 (control)    58.20     4.00     1.25
  0 (direct)     63.45     4.00     4.50
  2 (control)    71.95     4.00     4.25
  2 (control)    80.20     4.00     3.50
  0 (direct)     87.70     4.00     4.75
  1 (profile)    96.45     4.00     5.75
  1 (profile)   106.20     4.00     6.25
  2 (control)   116.45     4.00     5.50
  2 (control)   125.95     4.00     7.00
  0 (direct)    136.95     4.00     1.25
  0 (direct)    142.20     4.00     6.75
  2 (control)   152.95     4.00     1.75
  0 (direct)    158.70     4.00     2.25
  1 (profile)   164.95     4.00     1.50
  1 (profile)   170.45     4.00     6.50
  1 (profile)   180.95     4.00     3.75
  0 (direct)    188.70     4.00     3.00
  2 (control)   195.70     4.00     5.00
  1 (profile)   204.70     4.00     3.50
  1 (profile)   212.20     4.00     4.25
  2 (control)   220.45     4.00     3.00
  2 (control)   227.45     4.00     2.00
  0 (direct)    233.45     4.00     1.50
  0 (direct)    238.95     4.00     2.75
  1 (profile)   245.70     4.00     6.25
  1 (profile)   255.95     4.00     6.50
  1 (profile)   266.45     4.00     2.50
  2 (control)   272.95     4.00     5.25
  0 (direct)    282.20     4.00     5.50
  0 (direct)    291.70     4.00     2.25
  1 (profile)   297.95     4.00     5.00
  2 (control)   306.95     4.00     3.75
  0 (direct)    314.70     4.00     6.75
  2 (control)   325.45     4.00     7.00
  1 (profile)   336.45     4.00     5.25
  1 (profile)   345.70     4.00     1.75
  2 (control)   351.45     4.00     5.75
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     2.00
  1 (profile)    15.20     4.00     2.25
  0 (direct)     21.45     4.00     2.75
  0 (direct)     28.20     4.00     3.00
  2 (control)    35.20     4.00     3.00
  1 (profile)    42.20     4.00     3.25
  0 (direct)     49.45     4.00     4.25
  0 (direct)     57.70     4.00     1.50
  0 (direct)     63.20     4.00     1.50
  1 (profile)    68.70     4.00     1.75
  2 (control)    74.45     4.00     2.25
  0 (direct)     80.70     4.00     2.75
  2 (control)    87.45     4.00     7.00
  2 (control)    98.45     4.00     4.75
  1 (profile)   107.20     4.00     5.75
  0 (direct)    116.95     4.00     5.00
  0 (direct)    125.95     4.00     7.00
  0 (direct)    136.95     4.00     5.50
  2 (control)   146.45     4.00     5.25
  1 (profile)   155.70     4.00     6.75
  1 (profile)   166.45     4.00     2.50
  1 (profile)   172.95     4.00     6.00
  2 (control)   182.95     4.00     5.75
  1 (profile)   192.70     4.00     2.50
  2 (control)   199.20     4.00     3.50
  0 (direct)    206.70     4.00     5.25
  2 (control)   215.95     4.00     1.25
  2 (control)   221.20     4.00     1.00
  1 (profile)   226.20     4.00     5.00
  0 (direct)    235.20     4.00     4.50
  0 (direct)    243.70     4.00     1.00
  2 (control)   248.70     4.00     4.25
  1 (profile)   256.95     4.00     5.50
  2 (control)   266.45     4.00     6.50
  1 (profile)   276.95     4.00     3.75
  0 (direct)    284.70     4.00     6.25
  0 (direct)    294.95     4.00     6.50
  1 (profile)   305.45     4.00     1.75
  1 (profile)   311.20     4.00     6.25
  1 (profile)   321.45     4.00     6.75
  0 (direct)    332.20     4.00     3.75
  2 (control)   339.95     4.00     4.50
  1 (profile)   348.45     4.00     3.50
  2 (control)   355.95     4.00     1.25
  2 (control)   361.20     4.00     0.00

