-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     2.75
  0 (direct)     15.95     4.00     2.50
  0 (direct)     22.45     4.00     1.00
  0 (direct)     27.45     4.00     3.50
  2 (control)    34.95     4.00     3.25
  1 (profile)    42.20     4.00     1.00
  2 (control)    47.20     4.00     6.75
  1 (profile)    57.95     4.00     1.25
  1 (profile)    63.20     4.00     4.50
  2 (control)    71.70     4.00     5.50
  0 (direct)     81.20     4.00     1.75
  2 (control)    86.95     4.00     5.25
  0 (direct)     96.20     4.00     7.00
  0 (direct)    107.20     4.00     1.50
  1 (profile)   112.70     4.00     4.25
  0 (direct)    120.95     4.00     2.00
  0 (direct)    126.95     4.00     5.50
  0 (direct)    136.45     4.00     2.25
  1 (profile)   142.70     4.00     5.00
  2 (control)   151.70     4.00     4.50
  1 (profile)   160.20     4.00     6.50
  2 (control)   170.70     4.00     5.25
  0 (direct)    179.95     4.00     6.75
  2 (control)   190.70     4.00     6.25
  2 (control)   200.95     4.00     5.00
  2 (control)   209.95     4.00     4.75
  1 (profile)   218.70     4.00     6.50
  1 (profile)   229.20     4.00     5.75
  2 (control)   238.95     4.00     2.75
  0 (direct)    245.70     4.00     2.25
  0 (direct)    251.95     4.00     1.75
  0 (direct)    257.70     4.00     1.25
  1 (profile)   262.95     4.00     2.50
  2 (control)   269.45     4.00     6.00
  0 (direct)    279.45     4.00     3.75
  1 (profile)   287.20     4.00     3.00
  0 (direct)    294.20     4.00     7.00
  1 (profile)   305.20     4.00     5.75
  1 (profile)   314.95     4.00     6.25
  1 (profile)   325.20     4.00     3.75
  2 (control)   332.95     4.00     3.50
  1 (profile)   340.45     4.00     1.50
  1 (profile)   345.95     4.00     3.00
  2 (control)   352.95     4.00     4.25
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.50
  2 (control)    14.70     4.00     1.50
  1 (profile)    20.20     4.00     2.50
  2 (control)    26.70     4.00     6.75
  2 (control)    37.45     4.00     4.50
  2 (control)    45.95     4.00     5.50
  1 (profile)    55.45     4.00     3.75
  2 (control)    63.20     4.00     5.00
  2 (control)    72.20     4.00     5.25
  2 (control)    81.45     4.00     6.75
  0 (direct)     92.20     4.00     1.00
  0 (direct)     97.20     4.00     2.00
  2 (control)   103.20     4.00     5.00
  0 (direct)    112.20     4.00     4.50
  1 (profile)   120.70     4.00     3.50
  0 (direct)    128.20     4.00     3.50
  2 (control)   135.70     4.00     2.75
  1 (profile)   142.45     4.00     5.75
  0 (direct)    152.20     4.00     6.25
  1 (profile)   162.45     4.00     1.25
  1 (profile)   167.70     4.00     3.00
  2 (control)   174.70     4.00     7.00
  1 (profile)   185.70     4.00     1.75
  0 (direct)    191.45     4.00     4.75
  0 (direct)    200.20     4.00     5.75
  0 (direct)    209.95     4.00     3.25
  2 (control)   217.20     4.00     4.25
  1 (profile)   225.45     4.00     3.75
  2 (control)   233.20     4.00     1.00
  1 (profile)   238.20     4.00     7.00
  2 (control)   249.20     4.00     2.50
  2 (control)   255.70     4.00     6.25
  0 (direct)    265.95     4.00     2.25
  1 (profile)   272.20     4.00     4.25
  2 (control)   280.45     4.00     2.75
  1 (profile)   287.20     4.00     3.00
  1 (profile)   294.20     4.00     6.50
  1 (profile)   304.70     4.00     5.25
  0 (direct)    313.95     4.00     5.50
  0 (direct)    323.45     4.00     1.75
  0 (direct)    329.20     4.00     1.25
  1 (profile)   334.45     4.00     2.25
  0 (direct)    340.70     4.00     6.50
  0 (direct)    351.20     4.00     6.00
  0 (direct)    361.20     4.00     0.00

