-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     3.00
  0 (direct)     16.20     4.00     1.25
  0 (direct)     21.45     4.00     3.50
  0 (direct)     28.95     4.00     2.75
  2 (control)    35.70     4.00     1.50
  0 (direct)     41.20     4.00     2.50
  1 (profile)    47.70     4.00     7.00
  1 (profile)    58.70     4.00     1.75
  2 (control)    64.45     4.00     2.25
  2 (control)    70.70     4.00     1.25
  0 (direct)     75.95     4.00     4.50
  0 (direct)     84.45     4.00     6.25
  0 (direct)     94.70     4.00     4.25
  2 (control)   102.95     4.00     6.75
  2 (control)   113.70     4.00     2.75
  1 (profile)   120.45     4.00     5.25
  0 (direct)    129.70     4.00     5.50
  1 (profile)   139.20     4.00     6.50
  2 (control)   149.70     4.00     3.25
  2 (control)   156.95     4.00     5.75
  0 (direct)    166.70     4.00     5.00
  2 (control)   175.70     4.00     1.00
  1 (profile)   180.70     4.00     3.75
  2 (control)   188.45     4.00     3.75
  1 (profile)   196.20     4.00     1.75
  0 (direct)    201.95     4.00     4.75
  1 (profile)   210.70     4.00     7.00
  0 (direct)    221.70     4.00     1.00
  1 (profile)   226.70     4.00     2.25
  2 (control)   232.95     4.00     3.50
  2 (control)   240.45     4.00     5.00
  1 (profile)   249.45     4.00     2.50
  1 (profile)   255.95     4.00     6.75
  1 (profile)   266.70     4.00     3.00
  2 (control)   273.70     4.00     5.25
  0 (direct)    282.95     4.00     4.50
  2 (control)   291.45     4.00     6.25
  0 (direct)    301.70     4.00     6.50
  0 (direct)    312.20     4.00     5.75
  1 (profile)   321.95     4.00     4.25
  1 (profile)   330.20     4.00     6.00
  1 (profile)   340.20     4.00     1.50
  2 (control)   345.70     4.00     5.50
  1 (profile)   355.20     4.00     2.00
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.00
  0 (direct)     14.20     4.00     1.50
  1 (profile)    19.70     4.00     5.75
  0 (direct)     29.45     4.00     2.50
  2 (control)    35.95     4.00     2.75
  2 (control)    42.70     4.00     5.25
  2 (control)    51.95     4.00     5.00
  0 (direct)     60.95     4.00     5.25
  2 (control)    70.20     4.00     5.50
  2 (control)    79.70     4.00     3.50
  2 (control)    87.20     4.00     7.00
  1 (profile)    98.20     4.00     4.50
  1 (profile)   106.70     4.00     3.50
  1 (profile)   114.20     4.00     5.50
  0 (direct)    123.70     4.00     6.75
  0 (direct)    134.45     4.00     6.25
  1 (profile)   144.70     4.00     4.75
  1 (profile)   153.45     4.00     6.25
  0 (direct)    163.70     4.00     4.25
  0 (direct)    171.95     4.00     5.75
  2 (control)   181.70     4.00     3.75
  1 (profile)   189.45     4.00     4.50
  0 (direct)    197.95     4.00     3.00
  1 (profile)   204.95     4.00     6.75
  2 (control)   215.70     4.00     3.00
  2 (control)   222.70     4.00     2.00
  2 (control)   228.70     4.00     1.75
  0 (direct)    234.45     4.00     1.50
  2 (control)   239.95     4.00     7.00
  0 (direct)    250.95     4.00     3.25
  1 (profile)   258.20     4.00     3.75
  2 (control)   265.95     4.00     6.50
  1 (profile)   276.45     4.00     6.00
  0 (direct)    286.45     4.00     5.00
  0 (direct)    295.45     4.00     2.75
  2 (control)   302.20     4.00     1.25
  0 (direct)    307.45     4.00     1.25
  1 (profile)   312.70     4.00     2.50
  1 (profile)   319.20     4.00     2.25
  2 (control)   325.45     4.00     6.50
  2 (control)   335.95     4.00     2.25
  1 (profile)   342.20     4.00     1.75
  0 (direct)    347.95     4.00     1.00
  0 (direct)    352.95     4.00     4.25
  1 (profile)   361.20     4.00     0.00

